File,Value
fomcminutes20190130.htm.txt,137.12500000000017
fomcminutes20190320.htm.txt,74.77499999999993
fomcminutes20190501.htm.txt,94.62499999999994
fomcminutes20190619.htm.txt,40.87499999999997
fomcminutes20190731.htm.txt,69.72499999999992
fomcminutes20190918.htm.txt,44.89999999999995
fomcminutes20191030.htm.txt,84.07499999999992
fomcminutes20191211.htm.txt,63.69999999999997
fomcminutes20200129.htm.txt,135.89999999999975
fomcminutes20200315.htm.txt,-0.3500000000000201
fomcminutes20200429.htm.txt,-9.850000000000003
fomcminutes20200610.htm.txt,58.72499999999992
fomcminutes20200729.htm.txt,34.449999999999974
fomcminutes20200916.htm.txt,117.57499999999983
fomcminutes20201105.htm.txt,59.24999999999992
fomcminutes20201216.htm.txt,71.44999999999996
fomcminutes20210127.htm.txt,139.62499999999986
fomcminutes20210317.htm.txt,95.09999999999982
fomcminutes20210428.htm.txt,77.34999999999995
fomcminutes20210616.htm.txt,101.6499999999998
fomcminutes20210728.htm.txt,104.99999999999973
fomcminutes20210922.htm.txt,76.19999999999999
fomcminutes20211103.htm.txt,69.44999999999997
fomcminutes20211215.htm.txt,85.64999999999982
fomcminutes20220126.htm.txt,141.82499999999985
fomcminutes20220316.htm.txt,36.27500000000006
fomcminutes20220504.htm.txt,29.47500000000001
fomcminutes20220615.htm.txt,15.6
fomcminutes20220727.htm.txt,17.674999999999997
fomcminutes20220921.htm.txt,19.92499999999998
fomcminutes20221102.htm.txt,18.4
fomcminutes20221214.htm.txt,15.174999999999995
fomcminutes20230201.htm.txt,32.39999999999997
fomcminutes20230322.htm.txt,25.2
fomcminutes20230503.htm.txt,20.050000000000008
fomcminutes20230614.htm.txt,36.099999999999994
fomcminutes20230726.htm.txt,26.849999999999987
fomcminutes20230920.htm.txt,25.29999999999999
fomcminutes20231101.htm.txt,39.249999999999964
fomcminutes20231213.htm.txt,30.75
fomcminutes20240131.htm.txt,49.57500000000006
monetary20190130a.htm.txt,7.2
monetary20190130b.htm.txt,1.8
monetary20190130c.htm.txt,3.2
monetary20190320a.htm.txt,5.750000000000001
monetary20190320c.htm.txt,9.400000000000002
monetary20190501a.htm.txt,6.000000000000001
monetary20190619a.htm.txt,6.2
monetary20190731a.htm.txt,6.1
monetary20190918a.htm.txt,6.8
monetary20191011a.htm.txt,15.749999999999996
monetary20191030a.htm.txt,4.3
monetary20191211a.htm.txt,4.300000000000001
monetary20200129a.htm.txt,3.750000000000001
monetary20200303a.htm.txt,1.35
monetary20200315a.htm.txt,12.6
monetary20200319b.htm.txt,1.2
monetary20200323a.htm.txt,15.825
monetary20200331a.htm.txt,6.750000000000001
monetary20200429a.htm.txt,2.75
monetary20200610a.htm.txt,3.5999999999999996
monetary20200729a.htm.txt,3.95
monetary20200827a.htm.txt,13.65
monetary20200916a.htm.txt,9.15
monetary20201105a.htm.txt,6.449999999999998
monetary20201216a.htm.txt,7.449999999999998
monetary20210127a.htm.txt,6.199999999999999
monetary20210127b.htm.txt,2.45
monetary20210317a.htm.txt,6.799999999999998
monetary20210428a.htm.txt,8.499999999999995
monetary20210616a.htm.txt,9.599999999999998
monetary20210728a.htm.txt,11.949999999999996
monetary20210922a.htm.txt,12.499999999999998
monetary20211103a.htm.txt,11.249999999999998
monetary20211215a.htm.txt,7.249999999999999
monetary20220126a.htm.txt,3.4000000000000004
monetary20220126b.htm.txt,2.5
monetary20220126c.htm.txt,3.85
monetary20220316a.htm.txt,3.5000000000000004
monetary20220504a.htm.txt,1.4000000000000001
monetary20220504b.htm.txt,5.15
monetary20220615a.htm.txt,1.8499999999999994
monetary20220727a.htm.txt,1.1999999999999995
monetary20220921a.htm.txt,1.1999999999999995
monetary20221102a.htm.txt,1.4999999999999998
monetary20221214a.htm.txt,1.4999999999999998
monetary20230201a.htm.txt,3.75
monetary20230201b.htm.txt,2.3999999999999995
monetary20230322a.htm.txt,5.1000000000000005
monetary20230503a.htm.txt,4.85
monetary20230614a.htm.txt,5.55
monetary20230726a.htm.txt,4.85
monetary20230920a.htm.txt,5.8500000000000005
monetary20231101a.htm.txt,5.95
monetary20231213a.htm.txt,5.95
monetary20240131a.htm.txt,5.300000000000001
monetary20240131b.htm.txt,2.0999999999999996
