File,Value
20130404a.htm.txt,19.749999999999996
barr20220907a.htm.txt,38.574999999999996
barr20221012a.htm.txt,33.95000000000001
barr20221201a.htm.txt,-34.15000000000001
barr20230207a.htm.txt,52.22500000000002
barr20230309a.htm.txt,32.75000000000005
barr20230329a.htm.txt,21.174999999999997
barr20230710a.htm.txt,-24.749999999999922
barr20230718a.htm.txt,12.575000000000001
barr20230908a.htm.txt,55.750000000000014
barr20231002a.htm.txt,-5.774999999999999
barr20231009a.htm.txt,-25.224999999999987
barr20231019a.htm.txt,-53.54999999999995
barr20231027a.htm.txt,29.925000000000004
barr20231116a.htm.txt,37.22500000000003
barr20231128a.htm.txt,37.174999999999976
barr20231201a.htm.txt,18.5
bernanke20120724a.htm.txt,26.124999999999982
bernanke20120806a.htm.txt,41.42500000000001
bernanke20120807a.htm.txt,29.374999999999996
bernanke20120831a.htm.txt,32.27499999999999
bernanke20121001a.htm.txt,46.975000000000016
bernanke20121014a.htm.txt,18.575000000000014
bernanke20121115a.htm.txt,17.500000000000007
bernanke20121120a.htm.txt,-6.899999999999991
bernanke20130301a.htm.txt,26.875000000000007
bernanke20130325a.htm.txt,11.000000000000005
bernanke20130408a.htm.txt,-23.54999999999996
bernanke20130412a.htm.txt,99.07500000000002
bernanke20130510a.htm.txt,1.7749999999999813
bernanke20130518a.htm.txt,62.49999999999992
bernanke20130602a.htm.txt,39.87499999999998
bernanke20130710a.htm.txt,89.72500000000011
bernanke20131002a.htm.txt,18.450000000000003
bernanke20131014a.htm.txt,13.55
bernanke20131108a.htm.txt,-21.44999999999999
bernanke20131113a.htm.txt,22.249999999999993
bernanke20131114a.htm.txt,19.524999999999984
bernanke20131119a.htm.txt,40.624999999999986
bernanke20131216a.htm.txt,10.175000000000004
bernanke20131216b.htm.txt,9.924999999999999
bernanke20140103a.htm.txt,47.82499999999994
bowman20190211a.htm.txt,25.525000000000038
bowman20190325a.htm.txt,31.92499999999999
bowman20190328a.htm.txt,37.8
bowman20190402a.htm.txt,54.62500000000001
bowman20190411a.htm.txt,42.475
