iter	MultiClass
0	1.063285131
1	1.026136067
2	0.9996872025
3	0.970812684
4	0.9358462449
5	0.9096281093
6	0.8842961038
7	0.8584851635
8	0.8300793736
9	0.8001088107
10	0.7788610538
11	0.7642612995
12	0.7388588853
13	0.7209570253
14	0.6962874099
15	0.6719092513
16	0.6574652035
17	0.6402341526
18	0.6245164638
19	0.6117572665
20	0.5973171164
21	0.5844725509
22	0.5722264742
23	0.5617599645
24	0.5488495967
25	0.5351489203
26	0.5250738045
27	0.5138441275
28	0.5070159517
29	0.4950545292
30	0.488154101
31	0.4788113806
32	0.4682698382
33	0.460743745
34	0.4510946508
35	0.4410141428
36	0.431583564
37	0.4246085375
38	0.4148874775
39	0.4068301544
40	0.3992071685
41	0.389890852
42	0.3832155219
43	0.3761350101
44	0.3661044981
45	0.3591890289
46	0.3534572661
47	0.3478639908
48	0.343239247
49	0.3387909391
50	0.3338974579
51	0.3332553403
52	0.3253159532
53	0.3187816075
54	0.3137379069
55	0.3069997454
56	0.3031039044
57	0.2978457677
58	0.2930206195
59	0.2905557083
60	0.288656516
61	0.2831097978
62	0.2790921917
63	0.2725323962
64	0.2674145344
65	0.2638247013
66	0.2596041132
67	0.2544902516
68	0.2494670121
69	0.2445065839
70	0.2415523386
71	0.2374845478
72	0.2321616229
73	0.2276638012
74	0.223430495
75	0.2206484656
76	0.2169939345
77	0.212844066
78	0.2074879457
79	0.2028106947
80	0.1991943302
81	0.1956227876
82	0.1928909505
83	0.1895522819
84	0.1869842687
85	0.1831429788
86	0.179223803
87	0.1763784006
88	0.1730335612
89	0.1697368734
90	0.1663481513
91	0.1635521396
92	0.1606148096
93	0.1577183051
94	0.1549892183
95	0.152698116
96	0.1507870789
97	0.1483843167
98	0.1459315711
99	0.1447751696
100	0.1426813611
101	0.1407965709
102	0.139013566
103	0.1375069074
104	0.1348868566
105	0.1327570563
106	0.1307219599
107	0.1292043056
108	0.1282160247
109	0.1264223033
110	0.1240963542
111	0.1218553324
112	0.1200482952
113	0.1186924298
114	0.1175343235
115	0.1163064508
116	0.1151108589
117	0.1135743454
118	0.1123738838
119	0.1112101157
120	0.1098584705
121	0.1081301057
122	0.106846311
123	0.1054576058
124	0.1043967556
125	0.1031710538
126	0.1021575599
127	0.1013476663
128	0.1003785777
129	0.09907720185
130	0.09842189973
131	0.09761204308
132	0.09658376809
133	0.09583115464
134	0.09451204329
135	0.0935839981
136	0.09279764477
137	0.09173879949
138	0.0906408619
139	0.08974211256
140	0.08864425551
141	0.08811464718
142	0.0873102357
143	0.08666659971
144	0.08584314168
145	0.08518822781
146	0.0841645258
147	0.08349999594
148	0.08284196138
149	0.08202731529
150	0.08144901864
151	0.08059594342
152	0.07968538376
153	0.078993748
154	0.07811836723
155	0.07738426608
156	0.07647113288
157	0.07586613341
158	0.07503927955
159	0.07416649487
160	0.073549702
161	0.07282937001
162	0.07217610262
163	0.07143154878
164	0.07076332914
165	0.07049619892
166	0.07012436344
167	0.06947353042
168	0.06867686029
169	0.06827128384
170	0.06754537515
171	0.06693717058
172	0.06620812631
173	0.06539652785
174	0.0649090655
175	0.06449835588
176	0.06373223879
177	0.06339444868
178	0.06295737152
179	0.06277923239
180	0.06214574869
181	0.06160571255
182	0.06102440888
183	0.06070023077
184	0.06030964096
185	0.05998520895
186	0.05972059203
187	0.05923252931
188	0.05881767865
189	0.05836673644
190	0.05794911228
191	0.05732694874
192	0.05700711598
193	0.05644416567
194	0.05604510089
195	0.05541597745
196	0.05513299321
197	0.054992152
198	0.05446699431
199	0.05388928033
200	0.05357775646
201	0.05322136511
202	0.05276727924
203	0.05241070099
204	0.05194359505
205	0.05167851651
206	0.05132018031
207	0.05098981248
208	0.05062811009
209	0.05015729442
210	0.04973623805
211	0.04934935811
212	0.04903298667
213	0.04874175244
214	0.04851872523
215	0.04808796304
216	0.04766462372
217	0.04726532499
218	0.04698402648
219	0.04678002726
220	0.04652427542
221	0.04629423566
222	0.04593164748
223	0.04574459361
224	0.04539887784
225	0.04512547048
226	0.04472798518
227	0.04447780392
228	0.04420973695
229	0.04392949777
230	0.04354782639
231	0.04328634478
232	0.04302489347
233	0.04279639719
234	0.04254113567
235	0.04241010981
236	0.04208897447
237	0.04184189045
238	0.0414990316
239	0.04128576188
240	0.04104417829
241	0.04072985286
242	0.04050857218
243	0.04025539663
244	0.0400141765
245	0.03993845207
246	0.03983023952
247	0.03964166601
248	0.0392908113
249	0.03906307917
250	0.03896749497
251	0.038748175
252	0.03846209783
253	0.0382455944
254	0.03806379633
255	0.0378938578
256	0.03771451857
257	0.03752345598
258	0.03731128478
259	0.03719936573
260	0.0370173565
261	0.03677261507
262	0.03655708375
263	0.03638162777
264	0.03617687426
265	0.03599689079
266	0.0358215586
267	0.0357045318
268	0.0355440066
269	0.03542033921
270	0.03523508174
271	0.03505083323
272	0.03492017687
273	0.03467700595
274	0.03445196776
275	0.03432059771
276	0.03416793993
277	0.03398438855
278	0.03381986912
279	0.0337227609
280	0.03359764576
281	0.03344613644
282	0.03330445636
283	0.03314049372
284	0.0329939789
285	0.03285422215
286	0.03277003793
287	0.03262412674
288	0.03248874741
289	0.03234229958
290	0.0322563249
291	0.03208938093
292	0.03194862903
293	0.03169931737
294	0.03158904347
295	0.03137175468
296	0.0312545672
297	0.03113209315
298	0.0310857591
299	0.03093146106
300	0.03079612316
301	0.03062787886
302	0.03049953767
303	0.03039286302
304	0.03025301183
305	0.03015269959
306	0.03005061207
307	0.02994109296
308	0.02986248957
309	0.02971390554
310	0.02956064693
311	0.02946094686
312	0.02936627002
313	0.02920562102
314	0.02909819667
315	0.02895695057
316	0.02877868536
317	0.02868147564
318	0.02859121692
319	0.0285159724
320	0.02839437168
321	0.02824649366
322	0.02810352078
323	0.02804149953
324	0.0279005824
325	0.02776862771
326	0.02767267687
327	0.02751636339
328	0.02738232355
329	0.0272301871
330	0.02711571677
331	0.02702877008
332	0.02696253565
333	0.02684495905
334	0.02673205075
335	0.02661398482
336	0.02648796115
337	0.02640980224
338	0.02634360113
339	0.02623921473
340	0.02609123079
341	0.02590473325
342	0.02582742792
343	0.02567164524
344	0.02557899204
345	0.02548125176
346	0.02540105647
347	0.02529702145
348	0.02521138254
349	0.02511036171
350	0.02503582104
351	0.02492605714
352	0.0248789025
353	0.02479388207
354	0.02471185958
355	0.02461556586
356	0.02453204269
357	0.02443543387
358	0.0243509951
359	0.02425403179
360	0.02417371337
361	0.02409203525
362	0.02402106201
363	0.02392061467
364	0.02385089029
365	0.02379168513
366	0.02373546759
367	0.0236668987
368	0.0235750523
369	0.02349393901
370	0.02340869642
371	0.0233198671
372	0.02321033727
373	0.02309412504
374	0.02302492167
375	0.02293896631
376	0.02285537099
