Mean_File_Count,Mean_Word_Count,Mean_Positive,Mean_Negative,Mean_Sentiment_Score,Median_Sentiment_Score,StdDev_Sentiment_Score,Date,Mean_Sentiment_Score_Corrected,Mean_Positive_Corrected,Mean_Negative_Corrected,Median_Sentiment_Score_Corrected,StdDev_Sentiment_Score_Corrected
2,2403.5,134.5,120.0,18.162500000000012,18.162500000000012,19.038850083447812,2003-05-01,0.007556688163095491,0.05596005824838777,0.0499271895152902,0.007556688163095491,0.007921302302245813
2,31325.0,2757.0,1700.0,669.5624999999911,669.5624999999911,916.0745126966896,2003-06-01,0.021374700718275855,0.08801276935355147,0.05426975259377494,0.021374700718275855,0.029244198330301344
2,21523.0,1803.5,939.5,389.23750000000194,389.23750000000194,543.5353050285722,2003-08-01,0.01808472331923997,0.0837940807508247,0.043650978023509736,0.01808472331923997,0.025253696279727372
2,22360.0,2097.5,1147.0,575.5999999999929,575.5999999999929,805.7481771620609,2003-09-01,0.025742397137745655,0.09380590339892665,0.05129695885509839,0.025742397137745655,0.036035249425852456
2,20532.0,1882.0,1066.5,493.7999999999944,493.7999999999944,690.0655077599438,2003-10-01,0.0240502630040909,0.0916617962205338,0.05194330800701344,0.0240502630040909,0.03360926883693473
2,24588.0,2092.5,1336.5,454.57500000000033,454.57500000000033,629.9260760200364,2003-12-01,0.018487676915568584,0.08510248901903368,0.054355783308931184,0.018487676915568584,0.025619248251994322
2,8186.0,653.5,215.5,203.10000000000036,203.10000000000036,268.41773413841395,2004-01-01,0.02481065233325194,0.07983141949670168,0.026325433667236747,0.02481065233325194,0.03278985269220791
2,17807.0,1543.0,817.5,362.35000000000025,362.35000000000025,497.16677785226193,2004-03-01,0.02034873925984165,0.08665131689784916,0.045908912225529286,0.02034873925984165,0.027919738184548883
2,1942.5,163.5,74.5,41.21249999999999,41.21249999999999,35.090174016382406,2004-05-01,0.02121621621621621,0.08416988416988418,0.03835263835263835,0.02121621621621621,0.018064439648073312
2,2067.0,160.5,55.5,48.29999999999998,48.29999999999998,35.21391770309003,2004-06-01,0.023367198838896944,0.07764876632801161,0.026850507982583455,0.023367198838896944,0.017036244655582986
2,18709.5,1451.5,777.5,384.30000000000115,384.30000000000115,506.8541407545189,2004-08-01,0.02054036719313724,0.07758090809481814,0.04155642855233972,0.02054036719313724,0.02709073683179769
2,1892.0,115.0,62.0,26.91250000000001,26.91250000000001,16.98824041800681,2004-09-01,0.014224365750528547,0.060782241014799156,0.03276955602536998,0.014224365750528547,0.008978985421779499
2,1475.0,99.5,63.0,23.549999999999997,23.549999999999997,20.293964620053917,2004-11-01,0.015966101694915254,0.06745762711864407,0.04271186440677966,0.015966101694915254,0.013758620081392486
2,1981.0,130.5,68.5,35.20000000000003,35.20000000000003,17.182694782833114,2004-12-01,0.01776880363452803,0.06587582029278143,0.03457849570923776,0.01776880363452803,0.00867374799739178
2,2780.0,191.5,82.5,54.525,54.525,57.31100461516966,2005-02-01,0.019613309352517986,0.06888489208633093,0.029676258992805755,0.019613309352517986,0.02061546928603225
2,1758.5,117.5,66.0,29.0875,29.0875,26.710958659321836,2005-03-01,0.01654108615297128,0.06681831106056298,0.037531987489337504,0.01654108615297128,0.015189626761058764
2,1686.0,109.5,70.0,21.987499999999994,21.987499999999994,16.104356941523612,2005-05-01,0.013041221826809012,0.06494661921708185,0.04151838671411625,0.013041221826809012,0.009551813132576283
2,1740.5,97.5,74.0,19.72500000000001,19.72500000000001,8.379215357060595,2005-06-01,0.011332950301637465,0.0560183855214019,0.042516518241884516,0.011332950301637465,0.004814257602447914
2,1444.0,85.5,53.5,19.500000000000007,19.500000000000007,14.566399692442895,2005-08-01,0.013504155124653744,0.05921052631578947,0.037049861495844875,0.013504155124653744,0.010087534413049095
1,2193.0,145.0,127.0,11.500000000000004,11.500000000000004,,2005-09-01,0.005243958048335615,0.06611947104423165,0.05791153670770634,0.005243958048335615,
1,2266.0,128.0,125.0,3.675000000000001,3.675000000000001,,2005-11-01,0.0016218005295675203,0.05648720211827008,0.05516328331862312,0.0016218005295675203,
1,2218.0,158.0,91.0,40.1,40.1,,2005-12-01,0.018079350766456267,0.07123534715960325,0.04102795311091073,0.018079350766456267,
3,1901.6666666666667,138.33333333333334,57.666666666666664,36.24999999999997,39.67499999999998,31.97537138173688,2006-01-01,0.019062226117440826,0.07274320771253287,0.03032427695004382,0.020863277826468,0.016814393364629386
5,1598.8,162.4,77.4,40.44499999999998,34.000000000000014,26.45792296269681,2006-02-01,0.025297097823367514,0.10157618213660245,0.04841130848136103,0.021265949462096582,0.016548613311669257
11,1900.909090909091,174.8181818181818,100.63636363636364,31.25909090909091,31.075000000000014,17.911645208939053,2006-03-01,0.016444285031085606,0.09196556671449067,0.052941176470588235,0.016347441415590632,0.009422673232823031
11,1746.5454545454545,172.54545454545453,96.81818181818181,28.993181818181828,18.45,28.62814631378771,2006-04-01,0.016600301894649182,0.0987924214032896,0.05543410368519675,0.01056371018113679,0.01639129759794216
12,1835.5,194.0,94.75,38.891666666666666,49.59999999999999,34.069436672060114,2006-05-01,0.02118859529646781,0.10569327158812312,0.051620811767910654,0.027022609643149,0.018561392902239234
14,4402.214285714285,372.85714285714283,202.28571428571428,78.16428571428595,28.8125,165.44098695557716,2006-06-01,0.017755674903863372,0.0846976359299703,0.045950901332121825,0.00654500170368808,0.037581311635022645
3,2305.0,229.33333333333334,123.33333333333333,43.28333333333336,47.42500000000002,8.573809441160527,2006-07-01,0.018778018799710784,0.09949385394070862,0.05350686912509038,0.020574837310195236,0.003719657024364654
4,1859.25,141.75,59.75,41.44374999999999,49.1125,28.995706399109032,2006-08-01,0.02229057415624579,0.07624041952400161,0.03213661422616647,0.026415221191340592,0.015595377920725578
5,1596.0,125.2,46.4,37.785000000000025,38.12499999999999,35.41126056779118,2006-09-01,0.023674812030075203,0.07844611528822056,0.02907268170426065,0.02388784461152882,0.022187506621423048
8,1876.375,175.0,115.125,23.13124999999999,18.63749999999998,14.62660095022568,2006-10-01,0.012327626407301307,0.09326493904470055,0.06135500632869229,0.009932716008260598,0.007795137406022612
8,2135.25,176.5,83.375,38.59375000000001,37.80000000000004,13.434196437769234,2006-11-01,0.018074581430745817,0.08266011005737033,0.03904695000585411,0.01770284510010539,0.006291626946619475
5,1730.8,133.6,69.0,32.70000000000001,23.924999999999997,41.38670906825042,2006-12-01,0.01889299745782298,0.07718973884908713,0.039865957938525536,0.013823087589553962,0.023911895694621228
7,2271.4285714285716,185.0,114.85714285714286,24.892857142857142,25.449999999999992,34.21833303181484,2007-01-01,0.010959119496855345,0.08144654088050314,0.050566037735849056,0.011204402515723267,0.015064674919666912
3,2746.6666666666665,228.66666666666666,147.33333333333334,27.791666666666625,34.45000000000004,24.03932108719651,2007-02-01,0.010118325242718431,0.08325242718446602,0.053640776699029134,0.012542475728155355,0.008752180007474457
13,2400.846153846154,182.07692307692307,107.84615384615384,34.34230769230769,43.57499999999999,25.317155713022665,2007-03-01,0.01430425170612925,0.07583864663099547,0.044920060235173496,0.01814985101406555,0.010545097057745496
5,2064.4,192.2,119.2,30.934999999999974,22.875000000000004,24.993396627909497,2007-04-01,0.014984983530323567,0.09310211199379964,0.05774074791707033,0.011080701414454565,0.01210685750237817
12,2121.4166666666665,191.33333333333334,101.75,36.12708333333334,39.13749999999999,23.885299916126943,2007-05-01,0.01702969713634757,0.09019130298149822,0.047963232116903017,0.018448756727029888,0.011259127116059368
8,2043.5,176.875,93.0,33.94999999999999,24.749999999999986,29.348168597035134,2007-06-01,0.016613653046244185,0.08655493026669929,0.045510154147296304,0.0121115732811353,0.014361716954751717
2,2771.5,287.0,111.5,68.6,68.6,15.379572490807384,2007-07-01,0.02475193938300559,0.10355403211257441,0.04023092188345661,0.02475193938300559,0.005549187259898027
6,1503.1666666666667,125.0,66.5,23.22499999999999,13.887499999999996,32.06868020358803,2007-08-01,0.015450715156891,0.0831577780241712,0.04423993790885907,0.009238829138485416,0.021334081519184853
10,2421.2,176.4,115.6,25.0375,20.337500000000006,37.91616895277733,2007-09-01,0.010340946638030729,0.07285643482570626,0.047744919874442425,0.008399760449363955,0.015660073084742
12,2262.1666666666665,167.16666666666666,119.08333333333333,17.095833333333328,20.787499999999994,21.233889169024692,2007-10-01,0.007557282840934205,0.07389670669711929,0.05264127311574449,0.009189199145362113,0.009386527297881688
11,2015.090909090909,187.8181818181818,110.27272727272727,29.2409090909091,34.37500000000003,31.012913182913167,2007-11-01,0.01451096273572138,0.09320581070107371,0.05472345032933321,0.017058783722818747,0.015390329559327115
2,24653.5,1652.0,1493.5,115.41249999999813,115.41249999999813,162.97043539396688,2007-12-01,0.004681383981990311,0.06700874115237188,0.06057963372340641,0.004681383981990311,0.006610438087653553
7,3427.5714285714284,231.57142857142858,169.14285714285714,23.482142857142776,10.900000000000006,48.44851587485598,2008-01-01,0.006850956528987598,0.06756137206685284,0.04934772642020589,0.0031800941941399594,0.014134939820947438
7,2095.0,184.71428571428572,136.0,16.58928571428572,14.224999999999987,25.964093223233558,2008-02-01,0.007918513467439483,0.0881691101261507,0.06491646778042959,0.006789976133651545,0.01239336192039788
12,2153.3333333333335,163.5,122.83333333333333,17.099999999999998,16.512500000000003,12.710312563212018,2008-03-01,0.007941176470588234,0.07592879256965944,0.05704334365325077,0.007668343653250775,0.005902621933380194
10,2409.4,210.3,127.8,36.5825,30.82500000000001,25.367759092771443,2008-04-01,0.015183240640823442,0.08728314103096206,0.0530422511828671,0.012793641570515485,0.010528662361073894
10,2301.8,211.3,154.3,19.29000000000001,15.100000000000001,22.224677225502692,2008-05-01,0.008380397949430884,0.09179772352072291,0.06703449474324441,0.006560083412981145,0.009655346783170862
10,1840.0,169.2,86.0,35.33,34.787499999999994,22.333276741221816,2008-06-01,0.01920108695652174,0.09195652173913042,0.04673913043478261,0.018906249999999996,0.012137650402837943
5,2279.4,202.8,108.8,38.72499999999998,33.150000000000006,32.53958646787016,2008-07-01,0.01698911994384486,0.08897078178468018,0.047731859261209084,0.014543300868649647,0.014275505162705166
3,1944.0,157.0,115.0,12.241666666666669,14.774999999999991,10.653354323091552,2008-08-01,0.006297153635116599,0.08076131687242798,0.05915637860082305,0.007600308641975305,0.0054801205365697285
5,1305.2,98.0,65.8,14.984999999999996,9.849999999999993,17.592439782474738,2008-09-01,0.01148099908060067,0.07508427827152926,0.05041372969659822,0.007546736132393497,0.013478731062269949
9,1754.7777777777778,147.55555555555554,100.0,20.727777777777774,14.250000000000004,17.811782636626923,2008-10-01,0.011812195276388271,0.08408788703856138,0.05698727284239853,0.008120686380041792,0.010150449169229551
3,2335.6666666666665,190.0,156.0,13.825000000000001,7.200000000000007,11.71380062148916,2008-11-01,0.00591908091908092,0.08134722420436706,0.06679035250463822,0.003082631654060229,0.005015185081271226
9,1958.7777777777778,152.55555555555554,111.55555555555556,14.108333333333341,16.65,12.596707159015802,2008-12-01,0.0072026206818310776,0.07788303363775596,0.05695161381814056,0.008500198536502353,0.006430901607075966
3,7327.666666666667,506.6666666666667,312.3333333333333,83.15833333333335,31.700000000000014,109.65174512215178,2009-01-01,0.011348542055224493,0.06914433880726016,0.042623845698949184,0.004326070145112134,0.014964073846447497
4,2472.5,205.0,136.25,22.26875000000001,30.12500000000001,24.088027584604486,2009-02-01,0.00900657229524773,0.08291203235591507,0.0551061678463094,0.012184024266936303,0.009742377182853179
6,2232.8333333333335,170.33333333333334,115.16666666666667,20.437500000000004,23.25,8.302766858102187,2009-03-01,0.009153168619840264,0.07628573561245054,0.051578711651862355,0.010412778980368739,0.0037184892997397267
9,2386.0,198.77777777777777,155.11111111111111,21.33611111111111,20.924999999999997,20.612530742514632,2009-04-01,0.008942209183198286,0.08331004936201919,0.06500884790909937,0.008769907795473595,0.008638948341372436
4,2037.25,204.5,107.5,33.14375000000003,44.10000000000001,28.3037201250413,2009-05-01,0.016268867345686604,0.100380414774819,0.05276721070069947,0.02164682783163579,0.013893101055364485
10,2137.1,169.3,124.6,14.939999999999989,14.349999999999994,19.982687645948825,2009-06-01,0.00699078190070656,0.07921950306490104,0.05830330822142155,0.006714706845725514,0.00935037557716009
2,1237.5,118.0,89.5,12.062500000000009,12.062500000000009,35.93870215380629,2009-07-01,0.009747474747474755,0.09535353535353536,0.07232323232323232,0.009747474747474755,0.029041375477823265
5,2844.6,225.6,175.0,14.759999999999986,16.14999999999999,21.778405302041737,2009-08-01,0.0051887787386627245,0.07930816283484497,0.0615200731210012,0.0056774238908809645,0.007656051923659473
7,1583.4285714285713,133.0,79.0,24.52857142857142,19.700000000000006,18.066609558862453,2009-09-01,0.015490797546012266,0.08399494767232046,0.049891735835438475,0.01244135691086251,0.011409803943705988
8,2288.5,186.5,148.125,5.775000000000008,0.2749999999999986,22.0126019102046,2009-10-01,0.002523487000218487,0.08149442866506446,0.06472580292768189,0.00012016604762945099,0.009618790434872014
7,2781.8571428571427,264.0,156.57142857142858,46.14642857142858,30.825000000000014,44.756297109483725,2009-11-01,0.016588353104298265,0.09490063164381451,0.05628305859395061,0.011080727160684029,0.016088639642909984
5,2355.6,200.4,118.8,39.809999999999995,35.57500000000004,22.24377440993322,2009-12-01,0.016900152827305143,0.08507386653082018,0.05043301069791136,0.015102309390388877,0.009442933609243174
6,2838.3333333333335,206.16666666666666,135.83333333333334,29.429166666666664,18.337499999999988,34.49273625224109,2010-01-01,0.010368467410452142,0.07263652378156195,0.04785672342924251,0.006460657662947735,0.01215246139245135
4,1576.5,164.5,106.25,15.568750000000001,18.89999999999999,19.05876192857238,2010-02-01,0.009875515382175707,0.10434506818902632,0.06739613066920393,0.011988582302568976,0.01208928761723589
8,2066.625,185.875,121.0,24.484375000000004,26.262500000000006,15.038954997296662,2010-03-01,0.011847517087038047,0.08994132946228754,0.05854956753160346,0.012707917498336663,0.007277060423297241
11,1458.5454545454545,137.9090909090909,82.18181818181819,24.765909090909087,18.474999999999994,21.70440702002496,2010-04-01,0.016979867863375714,0.09455248067813513,0.05634505110944902,0.012666728995263023,0.014880857468229529
8,1900.375,187.5,94.625,43.04375000000002,24.662500000000023,43.147156316659945,2010-05-01,0.022650134841807546,0.09866473722291653,0.049792804051831875,0.012977701769387633,0.022704548479463234
8,1807.875,156.0,91.875,25.675,25.437500000000014,22.79845311168532,2010-06-01,0.014201756205489871,0.08628915162829288,0.050819332088778264,0.014070386503491676,0.012610635752850898
3,1080.0,108.33333333333333,30.666666666666668,31.016666666666666,32.925000000000004,20.279952128477355,2010-07-01,0.028719135802469136,0.10030864197530864,0.028395061728395062,0.030486111111111117,0.018777733452293846
4,2459.75,189.0,127.5,39.33124999999997,36.53749999999996,30.483324505648408,2010-08-01,0.01598993800182944,0.07683707693871328,0.05183453603008436,0.014854151844699648,0.012392854763959104
7,1766.857142857143,152.0,101.14285714285714,17.22142857142857,17.525000000000002,18.762514871032458,2010-09-01,0.009746927554980595,0.08602846054333764,0.05724450194049159,0.00991874191461837,0.010619146514976327
6,2132.3333333333335,183.16666666666666,135.0,16.295833333333327,16.624999999999996,12.420561749239324,2010-10-01,0.007642254181647644,0.08589964045646396,0.06331092699702985,0.0077966234172268225,0.0058248687271717945
7,2002.5714285714287,185.42857142857142,124.71428571428571,24.574999999999996,10.925000000000002,23.563071390065698,2010-11-01,0.012271722071622197,0.0925952346982451,0.06227707233556855,0.00545548580396633,0.01176640745687401
4,2090.75,157.0,99.5,24.906249999999986,18.5,20.883450136012783,2010-12-01,0.011912591175415514,0.07509267009446371,0.04759057754394356,0.008848499342341266,0.009988497015909498
4,3281.5,247.5,149.5,48.38124999999998,32.81250000000001,48.15365759299421,2011-01-01,0.014743638579917714,0.07542282492762456,0.045558433643151,0.009999238153283562,0.014674282368732045
6,2037.0,159.16666666666666,102.66666666666667,26.024999999999995,26.362499999999997,12.494028573682703,2011-02-01,0.012776141384388805,0.07813778432335133,0.050400916380297825,0.01294182621502209,0.006133543727875652
7,1967.0,170.42857142857142,113.57142857142857,23.392857142857135,15.450000000000005,35.3218319949035,2011-03-01,0.011892657418839417,0.08664391023313239,0.057738397850243296,0.007854600915099139,0.017957209961821808
8,2184.5,176.625,112.25,30.29375,34.04999999999998,22.408718607784273,2011-04-01,0.013867589837491416,0.08085374227512017,0.0513847562371252,0.015587090867475386,0.010258053837392664
6,1914.8333333333333,206.66666666666666,69.83333333333333,56.691666666666684,48.00000000000003,33.622223553278964,2011-05-01,0.02960658020715468,0.10792932370093132,0.03646966663765341,0.0250674558273131,0.01755882507787221
8,2291.875,178.5,130.875,14.949999999999996,12.424999999999994,13.069969668781065,2011-06-01,0.006523043359694571,0.07788382874284155,0.057103899645486775,0.005421325334060537,0.005702741060826208
3,2171.3333333333335,163.66666666666666,130.33333333333334,20.40833333333333,22.525,11.842728078163972,2011-08-01,0.009398986797666563,0.07537611298741172,0.06002456248081056,0.010373810254835737,0.0054541271468363395
8,2223.5,192.625,121.5,32.85312500000001,16.912499999999994,41.272670042180636,2011-09-01,0.014775410389026316,0.08663143692376883,0.05464357994153362,0.007606251405441868,0.018562028352678495
5,2634.2,220.6,169.2,16.579999999999977,20.450000000000003,35.3583061316574,2011-10-01,0.006294131045478695,0.08374459038797358,0.06423202490319642,0.007763267785285857,0.013422787233944805
8,2025.375,180.0,111.125,25.49375,28.275000000000006,21.416764753342175,2011-11-01,0.012587175214466456,0.0888724310312905,0.054866382768623094,0.013960377707831886,0.010574221935859865
2,2524.0,172.5,108.0,32.83749999999999,32.83749999999999,31.413218754212362,2011-12-01,0.0130101030110935,0.06834389857369255,0.042789223454833596,0.0130101030110935,0.012445807747310762
7,2735.0,223.0,137.85714285714286,32.557142857142864,20.6,35.95079888509003,2012-01-01,0.01190389135544529,0.08153564899451554,0.05040480543222774,0.007531992687385741,0.013144716228552114
1,2340.0,259.0,87.0,71.47499999999991,71.47499999999991,,2012-02-01,0.030544871794871756,0.11068376068376068,0.03717948717948718,0.030544871794871756,
7,1732.2857142857142,136.57142857142858,96.28571428571429,15.021428571428544,17.999999999999996,47.096106147809245,2012-03-01,0.008671449777337937,0.07883885865083293,0.055583044697344555,0.010390895596239484,0.027187262331738803
7,2638.4285714285716,209.42857142857142,180.42857142857142,-1.2785714285714473,4.350000000000007,37.9010263399165,2012-04-01,-0.0004845958091937913,0.07937625209811033,0.06838486111863121,0.0016487086469218716,0.014364999966398586
3,2150.6666666666665,185.33333333333334,148.0,7.058333333333331,12.375000000000009,12.248375742658018,2012-05-01,0.0032819280843149404,0.0861748295102294,0.06881587104773713,0.005754029758214512,0.00569515301115531
4,3054.25,242.0,176.0,27.95,21.312500000000018,18.22353103362059,2012-06-01,0.009151182778096095,0.07923385446508963,0.057624621429156093,0.006977981501186876,0.005966614073379909
3,1456.3333333333333,139.0,70.66666666666667,29.89999999999999,26.124999999999982,7.601439008503591,2012-07-01,0.020531013962005032,0.09544518196383613,0.04852368963149463,0.01793888761730372,0.005219573592472139
5,2286.0,162.4,97.4,32.91,32.27499999999999,14.464888523593945,2012-08-01,0.014396325459317584,0.0710411198600175,0.0426071741032371,0.014118547681539804,0.006327597779349933
2,2667.5,187.5,133.0,37.56250000000001,37.56250000000001,30.812177990203814,2012-09-01,0.014081537019681352,0.07029053420805999,0.04985941893158388,0.014081537019681352,0.011550957072241354
8,2902.0,210.5,134.625,31.70625,27.3375,22.245680760543156,2012-10-01,0.01092565472088215,0.07253618194348725,0.046390420399724325,0.009420227429359062,0.007665637753460771
6,2923.0,243.5,150.0,34.20416666666667,30.937500000000018,31.873756511692587,2012-11-01,0.011701733378948571,0.08330482381115292,0.05131713992473486,0.01058416010947657,0.010904466818916382
4,2253.25,168.25,106.5,29.53125,29.037499999999987,15.847665114562876,2012-12-01,0.013106069011427938,0.07466992122489736,0.04726506157772107,0.012886941085099295,0.007033247582187008
3,3946.0,292.0,195.33333333333334,33.33333333333325,11.225,63.58844398421235,2013-01-01,0.00844737286703833,0.07399898631525595,0.04950160500084474,0.0028446528129751646,0.016114658891082705
6,2976.6666666666665,246.83333333333334,174.66666666666666,23.81666666666666,21.687500000000007,26.223194249874794,2013-02-01,0.008001119820828665,0.08292273236282195,0.058678611422172455,0.00728583426651736,0.008809583734560401
8,2971.5,218.375,160.25,23.290625000000002,27.60000000000001,23.51752362411301,2013-03-01,0.007838002692242975,0.07348981995625105,0.05392899209153626,0.009288238263503284,0.007914360970591623
7,2429.5714285714284,216.42857142857142,139.71428571428572,31.66071428571429,23.3,37.1346953028848,2013-04-01,0.013031398835773507,0.08908096666078673,0.05750573293349798,0.009590168754042453,0.015284463286893257
7,2493.5714285714284,211.28571428571428,136.71428571428572,31.86071428571427,33.175000000000004,24.845844962584007,2013-05-01,0.012777141220280716,0.08473216843311372,0.05482669722142653,0.013304210827843027,0.009963959595421831
7,1932.5714285714287,154.42857142857142,95.14285714285714,26.539285714285707,17.375000000000018,20.015701425916305,2013-06-01,0.013732628622117085,0.07990833826138379,0.04923122412773506,0.008990612063867543,0.010357030601819495
5,2705.6,228.8,112.8,49.08000000000003,33.50000000000003,35.51597087931009,2013-07-01,0.018140153755174464,0.08456534594914253,0.04169130691898285,0.012381726788882328,0.013126837255806508
4,2960.5,220.5,164.25,23.862499999999983,19.53749999999999,17.731639565101318,2013-09-01,0.008060293869278833,0.07448066205032934,0.0554804931599392,0.0065993919945955045,0.005989407047830204
9,1930.5555555555557,160.55555555555554,103.0,25.072222222222216,16.499999999999993,20.9612754727484,2013-10-01,0.012987050359712227,0.08316546762589927,0.05335251798561151,0.008546762589928054,0.010857639093797732
8,2263.75,179.5,124.0,22.159374999999997,25.874999999999996,21.045053446203728,2013-11-01,0.00978879072335726,0.07929320817228051,0.05477636664826063,0.011430149088901158,0.009296544868560453
4,1833.25,137.25,87.25,28.737499999999997,13.012500000000003,33.6198509068675,2013-12-01,0.015675712532387833,0.07486703941088231,0.04759307241238238,0.007098049911359609,0.018338934082567843
4,3978.0,311.0,171.75,63.19375,53.924999999999976,47.35156357414895,2014-01-01,0.01588580945198592,0.07817998994469583,0.04317496229260935,0.013555806938159873,0.011903359370072636
2,2542.0,204.5,141.0,33.575,33.575,10.11162697096763,2014-02-01,0.013208103855232101,0.08044846577498033,0.05546813532651455,0.013208103855232101,0.003977823356006148
8,2083.625,167.125,103.0,26.28125000000001,22.312500000000004,22.94728722684731,2014-03-01,0.012613234147219394,0.0802087707720919,0.049433079368888355,0.010708500809886617,0.011013156027042921
