Unnamed: 0,Mean_File_Count,Mean_Word_Count,Mean_Positive,Mean_Negative,Mean_Sentiment_Score,Median_Sentiment_Score,StdDev_Sentiment_Score,Date,Mean_Sentiment_Score_Corrected,Mean_Positive_Corrected,Mean_Negative_Corrected,Median_Sentiment_Score_Corrected,StdDev_Sentiment_Score_Corrected,Interest Rate,Interest Rate Change,Treasury Rate,Inflation Rate,GDP Change,Unemployment Rate
31,2,2067.0,160.5,55.5,48.29999999999998,48.29999999999998,35.21391770309003,2004-06-01,0.71347475109182,0.0776487663280116,0.0268505079825834,0.0233671988388969,0.0170362446555829,1.03,0.03,4.733809523809524,0.0037194473963868,0.01588198446305,0.0
32,2,18709.5,1451.5,777.5,384.3000000000012,384.3000000000012,506.8541407545189,2004-08-01,0.6354038559560328,0.0775809080948181,0.0415564285523397,0.0205403671931372,0.0270907368317976,1.43,0.1349206349206348,4.281363636363636,0.0015881418740073,0.0158915991039243,-0.018181818181818
33,2,1892.0,115.0,62.0,26.91250000000001,26.91250000000001,16.98824041800681,2004-09-01,0.4609697374463441,0.0607822410147991,0.0327695560253699,0.0142243657505285,0.0089789854217794,1.61,0.125874125874126,4.125714285714285,0.0031712473572937,0.0158915991039243,0.0
35,2,1981.0,130.5,68.5,35.20000000000003,35.20000000000003,17.182694782833114,2004-12-01,0.5588593442689217,0.0658758202927814,0.0345784957092377,0.017768803634528,0.0086737479973917,2.16,0.1191709844559587,4.2309090909090905,0.0,0.0180334387431373,0.0
36,2,2780.0,191.5,82.5,54.525,54.525,57.31100461516966,2005-02-01,0.6098005500186718,0.0688848920863309,0.0296762589928057,0.0196133093525179,0.0206154692860322,2.5,0.0964912280701755,4.165263157894737,0.0036515388628064,0.0191640375904811,0.0188679245283018
37,2,1758.5,117.5,66.0,29.0875,29.0875,26.71095865932184,2005-03-01,0.5249524779358067,0.0668183110605629,0.0375319874893375,0.0165410861529712,0.0151896267610587,2.63,0.052,4.497727272727273,0.0036382536382535,0.0191640375904811,-0.037037037037037
38,2,1686.0,109.5,70.0,21.9875,21.9875,16.104356941523612,2005-05-01,0.4282938950990277,0.0649466192170818,0.0415183867141162,0.013041221826809,0.0095518131325762,3.0,0.075268817204301,4.144285714285714,0.0025893319523562,0.0121693835322558,-0.0192307692307693
39,2,1740.5,97.5,74.0,19.72500000000001,19.72500000000001,8.379215357060595,2005-06-01,0.3811151792016111,0.0560183855214019,0.0425165182418845,0.0113329503016374,0.0048142576024479,3.04,0.0133333333333334,3.998181818181818,0.0005165289256199,0.0121693835322558,-0.0196078431372548
42,5,1598.8,162.4,77.4,40.44499999999998,34.000000000000014,26.45792296269681,2006-02-01,0.7667743317248843,0.1015761821366024,0.048411308481361,0.0212659494620965,0.0165486133116692,4.49,0.0466200466200465,4.568947368421052,0.0005017561465128,0.0206358293523576,0.0212765957446807
43,11,1900.909090909091,174.8181818181818,100.63636363636364,31.25909090909091,31.075000000000014,17.911645208939053,2006-03-01,0.5222790430861955,0.0919655667144906,0.0529411764705882,0.0163474414155906,0.009422673232823,4.59,0.0222717149220488,4.7239130434782615,0.0015045135406217,0.0206358293523576,-0.0208333333333332
44,11,1746.5454545454545,172.54545454545453,96.8181818181818,28.993181818181828,18.45,28.62814631378771,2006-04-01,0.5265878869513587,0.0987924214032896,0.0554341036851967,0.0105637101811367,0.0163912975979421,4.79,0.0435729847494554,4.990526315789474,0.0050075112669003,0.0113436418131709,0.0
45,12,1835.5,194.0,94.75,38.891666666666666,49.59999999999999,34.069436672060114,2006-05-01,0.6533064955968143,0.1056932715881231,0.0516208117679106,0.027022609643149,0.0185613929022392,4.94,0.0313152400835072,5.11,0.0029895366218235,0.0113436418131709,-0.0212765957446809
47,3,2305.0,229.3333333333333,123.33333333333331,43.28333333333336,47.42500000000002,8.573809441160527,2006-07-01,0.5867316554653144,0.0994938539407086,0.0535068691250903,0.0205748373101952,0.0037196570243646,5.24,0.0501002004008015,5.0875,0.0054509415262635,0.0084898131548913,0.0217391304347827
48,4,1859.25,141.75,59.75,41.44374999999999,49.1125,28.995706399109032,2006-08-01,0.6837407367489626,0.0762404195240016,0.0321366142261664,0.0264152211913405,0.0155953779207255,5.25,0.0019083969465647,4.8765217391304345,0.0044356826022671,0.0084898131548913,0.0
51,8,2135.25,176.5,83.375,38.59375000000001,37.80000000000004,13.434196437769234,2006-11-01,0.5673042568972281,0.0826601100573703,0.0390469500058541,0.0177028451001053,0.0062916269466194,5.25,0.0,4.595238095238095,0.0004952947003467,0.0122112259761726,0.0227272727272727
52,5,1730.8,133.6,69.0,32.70000000000001,23.925,41.38670906825042,2006-12-01,0.5899071140299571,0.0771897388490871,0.0398659579385255,0.0138230875895539,0.0239118956946212,5.24,-0.0019047619047618,4.5645,0.0054455445544554,0.0122112259761726,-0.0222222222222221
53,7,2271.428571428572,185.0,114.85714285714286,24.892857142857142,25.449999999999992,34.21833303181484,2007-01-01,0.3707907916129661,0.0814465408805031,0.050566037735849,0.0112044025157232,0.0150646749196669,5.25,0.0019083969465647,4.7595238095238095,0.0016592811422944,0.0125424870864898,0.0454545454545451
54,3,2746.6666666666665,228.66666666666663,147.33333333333334,27.791666666666625,34.45000000000004,24.03932108719651,2007-02-01,0.3475698968900851,0.083252427184466,0.0536407766990291,0.0125424757281553,0.0087521800074744,5.26,0.0019047619047618,4.722631578947369,0.003878350545869,0.0125424870864898,-0.0217391304347824
55,13,2400.846153846154,182.07692307692307,107.84615384615384,34.34230769230769,43.57499999999999,25.317155713022665,2007-03-01,0.4631760124722657,0.0758386466309954,0.0449200602351734,0.0181498510140655,0.0105450970577454,5.26,0.0,4.564545454545455,0.0052001214340977,0.0125424870864898,-0.0222222222222221
56,5,2064.4,192.2,119.2,30.93499999999997,22.875000000000004,24.993396627909497,2007-04-01,0.4819763336523351,0.0931021119937996,0.0577407479170703,0.0110807014144545,0.0121068575023781,5.25,-0.0019011406844106,4.6938095238095245,0.0030006624839249,0.013114489093746,0.0227272727272727
57,12,2121.4166666666665,191.3333333333333,101.75,36.12708333333334,39.13749999999999,23.885299916126943,2007-05-01,0.5384468425197695,0.0901913029814982,0.047963232116903,0.0184487567270298,0.0112591271160593,5.25,0.0,4.746363636363636,0.004132994016629,0.013114489093746,-0.0222222222222221
58,8,2043.5,176.875,93.0,33.94999999999999,24.749999999999982,29.348168597035134,2007-06-01,0.5269566164997487,0.0865549302666992,0.0455101541472963,0.0121115732811353,0.0143617169547517,5.25,0.0,5.102857142857142,0.0023167517109623,0.013114489093746,0.0454545454545451
59,2,2771.5,287.0,111.5,68.6,68.6,15.379572490807384,2007-07-01,0.751718250301099,0.1035540321125744,0.0402309218834566,0.0247519393830055,0.005549187259898,5.26,0.0019047619047618,5.004285714285714,0.0017805958481715,0.0112508038768284,0.0217391304347827
60,6,1503.1666666666667,125.0,66.5,23.22499999999999,13.887499999999996,32.06868020358803,2007-08-01,0.49483882054069,0.0831577780241712,0.044239937908859,0.0092388291384854,0.0213340815191848,5.02,-0.0456273764258555,4.674782608695652,0.000308280708853,0.0112508038768284,-0.0212765957446809
61,10,2421.2,176.4,115.6,25.0375,20.33750000000001,37.91616895277733,2007-09-01,0.3537182119602379,0.0728564348257062,0.0477449198744424,0.0083997604493639,0.015660073084742,4.94,-0.0159362549800795,4.521578947368421,0.004237553390765,0.0112508038768284,0.0217391304347827
62,12,2262.1666666666665,167.16666666666666,119.08333333333331,17.095833333333328,20.787499999999994,21.23388916902469,2007-10-01,0.2768395182034317,0.0738967066971192,0.0526412731157444,0.0091891991453621,0.0093865272978816,4.76,-0.0364372469635628,4.527727272727272,0.0030832378312801,0.0103638964174759,0.0
63,11,2015.090909090909,187.8181818181818,110.27272727272728,29.2409090909091,34.37500000000003,31.012913182913167,2007-11-01,0.4688849181083346,0.0932058107010737,0.0547234503293332,0.0170587837228187,0.0153903295593271,4.49,-0.0567226890756301,4.1485,0.0078588842678906,0.0103638964174759,0.0
64,2,24653.5,1652.0,1493.5,115.41249999999812,115.41249999999812,162.97043539396688,2007-12-01,0.1974134941688805,0.0670087411523718,0.0605796337234064,0.0046813839819903,0.0066104380876535,4.24,-0.0556792873051225,4.0975,0.0028980145517325,0.0103638964174759,0.0638297872340425
65,7,3427.5714285714284,231.57142857142856,169.14285714285714,23.482142857142776,10.900000000000006,48.44851587485598,2008-01-01,0.2573323333612234,0.0675613720668528,0.0493477264202058,0.0031800941941399,0.0141349398209474,3.94,-0.0707547169811321,3.744285714285714,0.0034477050769703,-0.0005789987372118,0.0
66,7,2095.0,184.7142857142857,136.0,16.58928571428572,14.224999999999987,25.96409322323356,2008-02-01,0.2868159164809963,0.0881691101261507,0.0649164677804295,0.0067899761336515,0.0123933619203978,2.98,-0.2436548223350253,3.7375,0.0024178268779397,-0.0005789987372118,-0.0199999999999999
67,12,2153.333333333333,163.5,122.83333333333331,17.099999999999998,16.512500000000003,12.710312563212018,2008-03-01,0.2874418189626478,0.0759287925696594,0.0570433436532507,0.0076683436532507,0.0059026219333801,2.61,-0.1241610738255033,3.51,0.0035780278061188,-0.0005789987372118,0.040816326530612
68,10,2409.4,210.3,127.8,36.5825,30.82500000000001,25.367759092771443,2008-04-01,0.4874517605695975,0.087283141030962,0.0530422511828671,0.0127936415705154,0.0105286623610738,2.28,-0.1264367816091954,3.675,0.0023143810202017,0.0108226014851353,-0.0196078431372548
69,10,2301.8,211.3,154.3,19.29000000000001,15.1,22.22467722550269,2008-05-01,0.2995721536670658,0.0917977235207229,0.0670344947432444,0.0065600834129811,0.0096553467831708,1.98,-0.131578947368421,3.88,0.0059174916566171,0.0108226014851353,0.08
71,5,2279.4,202.8,108.8,38.72499999999998,33.150000000000006,32.53958646787016,2008-07-01,0.537326189386593,0.0889707817846801,0.047731859261209,0.0145433008686496,0.0142755051627051,2.01,0.0049999999999998,4.007727272727273,0.007141444751521,0.0022399212791917,0.0357142857142858
72,3,1944.0,157.0,115.0,12.241666666666667,14.774999999999991,10.653354323091552,2008-08-01,0.2420375110755903,0.0807613168724279,0.059156378600823,0.0076003086419753,0.0054801205365697,2.0,-0.0049751243781093,3.885714285714285,-0.0014884757278006,0.0022399212791917,0.0517241379310344
73,5,1305.2,98.0,65.8,14.984999999999996,9.849999999999993,17.592439782474738,2008-09-01,0.3852039620319416,0.0750842782715292,0.0504137296965982,0.0075467361323934,0.0134787310622699,1.81,-0.0949999999999999,3.686190476190476,0.00085509168229,0.0022399212791917,0.0
77,3,7327.666666666667,506.6666666666667,312.3333333333333,83.15833333333335,31.700000000000014,109.65174512215178,2009-01-01,0.3815457892668053,0.0691443388072601,0.0426238456989491,0.0043260701451121,0.0149640738464474,0.15,-0.0625,2.5175,0.0025307713412614,-0.0121374906396808,0.0684931506849315
78,4,2472.5,205.0,136.25,22.26875000000001,30.12500000000001,24.08802758460449,2009-02-01,0.3168657168554932,0.082912032355915,0.0551061678463094,0.0121840242669363,0.0097423771828531,0.22,0.4666666666666668,2.87,0.0036426606521873,-0.0121374906396808,0.0641025641025643
79,6,2232.833333333333,170.33333333333334,115.16666666666669,20.437500000000004,23.25,8.302766858102187,2009-03-01,0.3209143860791169,0.0762857356124505,0.0515787116518623,0.0104127789803687,0.0037184892997397,0.18,-0.1818181818181818,2.819545454545455,-0.0009872828565383,-0.0121374906396808,0.0481927710843372
80,9,2386.0,198.77777777777777,155.11111111111111,21.33611111111111,20.925,20.612530742514632,2009-04-01,0.3150881487505914,0.0833100493620191,0.0650088479090993,0.0087699077954735,0.0086389483413724,0.15,-0.1666666666666666,2.927142857142857,0.0010070825195886,-0.0034416421094121,0.0344827586206897
81,4,2037.25,204.5,107.5,33.14375000000003,44.10000000000001,28.3037201250413,2009-05-01,0.517434391038278,0.100380414774819,0.0527672107006994,0.0216468278316357,0.0138931010553644,0.18,0.1999999999999999,3.293,0.0014714939189219,-0.0034416421094121,0.0444444444444445
82,10,2137.1,169.3,124.6,14.939999999999989,14.349999999999994,19.982687645948825,2009-06-01,0.2611940037048292,0.079219503064901,0.0583033082214215,0.0067147068457255,0.00935037557716,0.21,0.1666666666666667,3.7218181818181817,0.0082996122466223,-0.0034416421094121,0.0106382978723404
84,5,2844.6,225.6,175.0,14.759999999999986,16.14999999999999,21.778405302041737,2009-08-01,0.2114266254071837,0.0793081628348449,0.0615200731210012,0.0056774238908809,0.0076560519236594,0.16,0.0,3.587142857142857,0.0033484533777932,0.0047037681601218,0.0105263157894737
85,7,1583.428571428571,133.0,79.0,24.52857142857142,19.700000000000006,18.066609558862453,2009-09-01,0.4959458082888168,0.0839949476723204,0.0498917358354384,0.0124413569108625,0.0114098039437059,0.15,-0.0625,3.401904761904762,0.0019308872334005,0.0047037681601218,0.0208333333333334
86,8,2288.5,186.5,148.125,5.775000000000008,0.2749999999999986,22.0126019102046,2009-10-01,0.1378171085013957,0.0814944286650644,0.0647258029276818,0.0001201660476294,0.009618790434872,0.12,-0.1999999999999999,3.387619047619048,0.003001931798704,0.014005720304173,0.0204081632653061
87,7,2781.8571428571427,264.0,156.57142857142858,46.14642857142858,30.825000000000014,44.756297109483725,2009-11-01,0.5262578875472965,0.0949006316438145,0.0562830585939506,0.011080727160684,0.0160886396429099,0.12,0.0,3.4026315789473687,0.0033485905897676,0.014005720304173,-0.01
88,5,2355.6,200.4,118.8,39.81,35.57500000000004,22.24377440993322,2009-12-01,0.5348691125966388,0.0850738665308201,0.0504330106979113,0.0151023093903888,0.0094429336092431,0.12,0.0,3.5900000000000003,0.0005201763996427,0.014005720304173,0.0
89,6,2838.333333333333,206.16666666666663,135.83333333333334,29.429166666666664,18.337499999999988,34.49273625224109,2010-01-01,0.3544782753835372,0.0726365237815619,0.0478567234292425,0.0064606576629477,0.0121524613924513,0.11,-0.0833333333333332,3.733157894736842,0.0006487322116246,0.0077372925680261,-0.01010101010101
90,4,1576.5,164.5,106.25,15.56875,18.89999999999999,19.05876192857238,2010-02-01,0.3408640206527085,0.1043450681890263,0.0673961306692039,0.0119885823025689,0.0120892876172358,0.13,0.1818181818181818,3.691052631578947,-0.0009517766497462,0.0077372925680261,0.0
91,8,2066.625,185.875,121.0,24.484375000000004,26.262500000000006,15.038954997296662,2010-03-01,0.3953263861560929,0.0899413294622875,0.0585495675316034,0.0127079174983366,0.0072770604232972,0.16,0.2307692307692308,3.7273913043478255,0.0003313681361922,0.0077372925680261,0.0102040816326529
92,11,1458.5454545454545,137.9090909090909,82.18181818181819,24.765909090909087,18.474999999999994,21.70440702002496,2010-04-01,0.5370706671997042,0.0945524806781351,0.056345051109449,0.012666728995263,0.0148808574682295,0.2,0.25,3.8468181818181817,0.0002300405331419,0.0146013338652357,0.0
93,8,1900.375,187.5,94.625,43.04375000000002,24.662500000000023,43.147156316659945,2010-05-01,0.693671014917298,0.0986647372229165,0.0497928040518318,0.0129777017693876,0.0227045484794632,0.2,0.0,3.4200000000000004,-0.0005197720362644,0.0146013338652357,-0.0303030303030303
94,8,1807.875,156.0,91.875,25.675,25.43750000000001,22.79845311168532,2010-06-01,0.4603453113605417,0.0862891516282928,0.0508193320887782,0.0140703865034916,0.0126106357528508,0.18,-0.1,3.2040909090909087,-0.0004187951585438,0.0146013338652357,-0.0208333333333332
96,4,2459.75,189.0,127.5,39.33124999999997,36.53749999999996,30.483324505648408,2010-08-01,0.5097309738265619,0.0768370769387132,0.0518345360300843,0.0148541518446996,0.0123928547639591,0.19,0.0555555555555555,2.698636363636364,0.0014613634796993,0.0107751615750211,0.0106382978723404
97,7,1766.857142857143,152.0,101.14285714285714,17.22142857142857,17.525000000000002,18.76251487103245,2010-09-01,0.337312706662095,0.0860284605433376,0.0572445019404915,0.0099187419146183,0.0106191465149763,0.19,0.0,2.6476190476190475,0.0016152494229613,0.0107751615750211,0.0
98,6,2132.333333333333,183.16666666666663,135.0,16.295833333333327,16.624999999999996,12.420561749239324,2010-10-01,0.2791862404216911,0.0858996404564639,0.0633109269970298,0.0077966234172268,0.0058248687271717,0.19,0.0,2.54,0.0034818462948116,0.0110864718652385,-0.0105263157894736
99,7,2002.571428571429,185.42857142857144,124.71428571428572,24.575,10.925000000000002,23.56307139006569,2010-11-01,0.4070419981973056,0.0925952346982451,0.0622770723355685,0.0054554858039663,0.011766407456874,0.19,0.0,2.763,0.0025338416234848,0.0110864718652385,0.0425531914893617
100,4,2090.75,157.0,99.5,24.906249999999982,18.5,20.883450136012783,2010-12-01,0.3971235898690898,0.0750926700944637,0.0475905775439435,0.0088484993423412,0.0099884970159094,0.18,-0.0526315789473684,3.290909090909091,0.0040165763468282,0.0110864718652385,-0.0510204081632652
101,4,3281.5,247.5,149.5,48.38124999999998,32.81250000000001,48.15365759299421,2011-01-01,0.4753109150226313,0.0754228249276245,0.045558433643151,0.0099992381532835,0.014674282368732,0.17,-0.0555555555555554,3.394,0.0032430422003701,0.0027417009885513,-0.0215053763440861
102,6,2037.0,159.16666666666666,102.66666666666669,26.024999999999995,26.3625,12.494028573682703,2011-02-01,0.4209729541955329,0.0781377843233513,0.0504009163802978,0.012941826215022,0.0061335437278756,0.16,-0.0588235294117647,3.5763157894736843,0.0032144746300641,0.0027417009885513,-0.0109890109890109
103,7,1967.0,170.42857142857142,113.57142857142856,23.39285714285713,15.450000000000005,35.3218319949035,2011-03-01,0.3965730631967111,0.0866439102331323,0.0577383978502432,0.0078546009150991,0.0179572099618218,0.14,-0.1249999999999998,3.4143478260869564,0.0051735482068338,0.0027417009885513,0.0
104,8,2184.5,176.625,112.25,30.29375,34.04999999999998,22.40871860778428,2011-04-01,0.4511163685923923,0.0808537422751201,0.0513847562371252,0.0155870908674753,0.0102580538373926,0.1,-0.2857142857142857,3.455,0.0046940989750994,0.0134248573815316,0.011111111111111
106,8,2291.875,178.5,130.875,14.949999999999996,12.424999999999994,13.069969668781065,2011-06-01,0.2482760902376123,0.0778838287428415,0.0571038996454867,0.0054213253340605,0.0057027410608262,0.09,0.0,3.002272727272727,0.0,0.0134248573815316,0.011111111111111
107,3,2171.333333333333,163.66666666666666,130.33333333333334,20.40833333333333,22.525,11.842728078163972,2011-08-01,0.3277033454472259,0.0753761129874117,0.0600245624808105,0.0103738102548357,0.0054541271468363,0.1,0.4285714285714286,2.3030434782608693,0.0057827638052365,0.0057940397899693,0.0
108,8,2223.5,192.625,121.5,32.85312500000001,16.912499999999994,41.27267004218064,2011-09-01,0.4761883827632066,0.0866314369237688,0.0546435799415336,0.0076062514054418,0.0185620283526784,0.08,-0.2,1.975238095238095,0.0021715478580843,0.0057940397899693,0.0
109,5,2634.2,220.6,169.2,16.579999999999977,20.450000000000003,35.3583061316574,2011-10-01,0.2419540337737096,0.0837445903879735,0.0642320249031964,0.0077632677852858,0.0134227872339448,0.07,-0.1249999999999998,2.152,0.0006752075270193,0.0124350063395979,-0.0222222222222221
110,8,2025.375,180.0,111.125,25.49375,28.27500000000001,21.41676475334217,2011-11-01,0.4157541226961925,0.0888724310312905,0.054866382768623,0.0139603777078318,0.0105742219358598,0.08,0.1428571428571428,2.0135,0.0018478500551268,0.0124350063395979,-0.0227272727272728
111,2,2524.0,172.5,108.0,32.83749999999999,32.83749999999999,31.41321875421236,2011-12-01,0.4274344616049535,0.0683438985736925,0.0427892234548335,0.0130101030110935,0.0124458077473107,0.07,-0.1249999999999998,1.978095238095238,0.000237708490155,0.0124350063395979,-0.011627906976744
112,7,2735.0,223.0,137.85714285714286,32.557142857142864,20.6,35.95079888509003,2012-01-01,0.396883319906915,0.0815356489945155,0.0504048054322277,0.0075319926873857,0.0131447162285521,0.08,0.1428571428571428,1.9665,0.0027241960540964,0.0143001070743762,-0.0235294117647058
113,7,1732.2857142857142,136.57142857142858,96.28571428571428,15.021428571428544,17.999999999999996,47.096106147809245,2012-03-01,0.3076103673221658,0.0788388586508329,0.0555830446973445,0.0103908955962394,0.0271872623317388,0.13,0.3,2.1727272727272724,0.004235391192142,0.0143001070743762,-0.0120481927710844
114,7,2638.428571428572,209.42857142857144,180.42857142857144,-1.2785714285714471,4.350000000000007,37.9010263399165,2012-04-01,0.0547404534322314,0.0793762520981103,0.0683848611186312,0.0016487086469218,0.0143649999663985,0.14,0.0769230769230771,2.052857142857143,0.0016607883500068,0.0086073606593644,0.0
115,3,2150.6666666666665,185.3333333333333,148.0,7.058333333333331,12.375000000000009,12.248375742658018,2012-05-01,0.1587635891423599,0.0861748295102294,0.0688158710477371,0.0057540297582145,0.0056951530111553,0.16,0.1428571428571428,1.8031818181818184,-0.002068180132381,0.0086073606593644,0.0
116,4,3054.25,242.0,176.0,27.95,21.312500000000018,18.22353103362059,2012-06-01,0.3208595414820571,0.0792338544650896,0.057624621429156,0.0069779815011868,0.0059666140733799,0.16,0.0,1.6223809523809525,-0.0008263631713106,0.0086073606593644,0.0
117,3,1456.3333333333333,139.0,70.66666666666667,29.89999999999999,26.124999999999982,7.601439008503591,2012-07-01,0.6351455402094979,0.0954451819638361,0.0485236896314946,0.0179388876173037,0.0052195735924721,0.16,0.0,1.5266666666666668,0.00028880992806,0.0069368299046437,0.0
118,5,2286.0,162.4,97.4,32.91,32.27499999999999,14.464888523593944,2012-08-01,0.4657188877583496,0.0710411198600175,0.0426071741032371,0.0141185476815398,0.0063275977793499,0.13,-0.1875,1.6782608695652177,0.0058095279758518,0.0069368299046437,-0.0121951219512195
119,2,2667.5,187.5,133.0,37.56250000000001,37.56250000000001,30.81217799020381,2012-09-01,0.4570251209053925,0.0702905342080599,0.0498594189315838,0.0140815370196813,0.0115509570722413,0.14,0.0769230769230771,1.7231578947368422,0.0047712662775425,0.0069368299046437,-0.0370370370370369
120,8,2902.0,210.5,134.625,31.70625,27.3375,22.24568076054316,2012-10-01,0.3698665678376786,0.0725361819434872,0.0463904203997243,0.009420227429359,0.0076656377534607,0.16,0.1428571428571428,1.7461904761904763,0.0026967945804383,0.0061814238525459,0.0
121,6,2923.0,243.5,150.0,34.20416666666667,30.937500000000018,31.873756511692587,2012-11-01,0.3913001596194563,0.0833048238111529,0.0513171399247348,0.0105841601094765,0.0109044668189163,0.16,0.0,1.654,-0.0016793444944265,0.0061814238525459,-0.0128205128205127
122,4,2253.25,168.25,106.5,29.53125,29.037499999999987,15.847665114562876,2012-12-01,0.4300848322274652,0.0746699212248973,0.047265061577721,0.0128869410850992,0.007033247582187,0.16,0.0,1.719,-0.0001210816046773,0.0061814238525459,0.0259740259740259
