Mean_Sentiment_Score_Corrected,Median_Sentiment_Score_Corrected,StdDev_Sentiment_Score_Corrected,Treasury Rate,Inflation Rate,Unemployment Rate
2.028744976657819,2.1130985837584637,3.0416729236074067,2.7437592408802973,,0.30535985764999957
0.3251479623611483,0.5177279412843847,0.9750863460582684,2.4660493767128835,,0.03574472558342535
1.8132886350299053,1.9113297855723803,2.691908501312107,2.246600211374256,,0.12627995145245122
0.7768241916490879,0.940710013958928,1.4592715475805724,2.175780826162117,,0.03574472558342535
0.9142513521145943,1.0694066807441533,1.7171306752466708,2.158440380528201,,0.03574472558342535
0.2945564518849179,0.4890798529670514,1.125522684409052,1.7727310681444601,,0.03574472558342535
0.450362797347526,1.8629269275829266,1.9272749247608814,1.7083594805190003,,0.46279274221927486
0.6640905370304054,0.8351381202022872,1.4569862197836492,1.4854209027124508,,0.11856449064121889
0.13062998088353034,0.09090472896502362,0.5282815034161009,1.8948130600877249,,0.18303988652513237
0.2809657576227608,0.049880493543906355,0.3452026399502701,1.808163378723095,,0.26569653401820703
0.034225220715805825,0.18118507277616772,0.6820236176363781,1.5548923481454047,,0.3869283449449504
2.4831997917641457,2.1122106669604883,1.5869602309513016,1.2275737308166124,,0.3531144993026799
0.4133563307857555,0.17386053811551358,0.19005024529707595,1.2961000191535526,,0.2088208246594077
0.911511358090868,0.6403686966142295,0.3862601733195062,1.6489202863182992,,0.1999275319233047
1.5002618531280023,1.6181890169730604,2.1387589820465416,1.7112670703929704,,0.14559196425181678
2.6937051230699582,2.73581504023169,3.755283406773762,1.5186357381221425,,0.03574472558342535
1.4990475772564575,1.6170518818049018,2.4650989646605,0.9770831116139513,,0.14748588215989156
1.7716859204152817,1.8723700145781819,2.697466259648754,0.6636939668846312,,0.03574472558342535
1.013675024628703,1.1625141509761618,1.8233864336134609,0.8080759931628173,,0.19165832990552567
1.2771935614710785,1.4092918418842528,2.105757851450517,0.7950960104660839,,0.07410251308496546
1.2177695242528426,1.3536429039959692,2.087903931205744,0.8081976805005984,,0.25177762829792805
0.21128217874612223,0.41109584059552756,0.6908351576608723,0.6128286596918107,,0.03574472558342535
0.99852210922017,0.7218518154306922,0.7935191342528585,0.42015704153718697,,0.07227172577382569
1.303238555806522,1.4336822458339358,2.1228839037305236,0.23018282603672777,,0.1767466541357576
0.7552045649784681,0.920463842239852,1.5770897354308517,1.1291885963462018,,0.14027677528399182
2.0307955597509477,2.1150188970950548,3.051718430715352,0.9908503745111825,,0.03574472558342535
1.748925227585472,1.8510552665254922,2.719909039050204,1.0039345289440458,,0.1419904154430162
0.8223272958456148,0.9833223899888006,1.6270874881309347,0.9855431472111046,,0.14748588215989156
1.8755884681187616,1.9696718253311374,2.607834781842855,0.8906804002325932,,0.03574472558342535
1.13233715305943,1.2736378935532922,1.9417331075310662,0.6285104540042219,,0.19571909875354265
1.2768387105754964,1.4089595340106675,0.5937913197836072,1.3478901501135154,,0.03574472558342535
1.6351425673907247,1.74450100857955,0.4531616888088618,1.3627065975496055,,0.03574472558342535
1.1642579258492054,1.3035307986045004,1.828347849708918,0.9965779762508694,,0.15358085433678942
0.11215845620454498,0.3182692650682949,0.6488563145789762,0.8706232847826959,,0.03574472558342535
0.4022913005367368,0.5899705056672498,0.004870131556924014,0.9258815048694429,,0.15358085433678942
0.702579666812135,0.8711821066573219,0.6906046470108954,0.9557491088037393,,0.03574472558342535
1.0098315737800645,1.158914867461192,0.9427040836192538,0.902627054619328,,0.08653804953799084
0.4980703862243394,0.679664922942391,0.2005936497160984,1.1716639303484713,,0.27578128415509506
0.08492590262113191,0.13370531154955642,0.5705087733345424,0.8856516709987574,,0.16037909253410057
0.3694843502360184,0.13277566345978967,1.2184799177092085,0.7674213598584202,,0.16282290365077937
0.007811943485921123,0.20592036328821683,0.49723640133462593,0.9814010881947295,,0.16536446721212647
0.9180338779398932,1.3539030837728276,0.4228183537353185,1.1055285216368143,,0.30027481053995925
1.9566190136010746,1.4167176472012681,0.38646673654090213,1.2292967128947514,,0.10214861657476704
0.4819455626437439,0.6494574075314977,0.5881716646917745,1.3546981598558747,,0.1707652897799888
0.5079343564878107,0.2527728971002334,0.3649501458848965,1.5704471643662172,,0.03574472558342535
1.272237705448685,2.3147250161938824,0.6617612605589233,1.6671277542339111,,0.17363806774161902
0.7003927245362429,0.87966934627056,3.2631784743136825,1.6641851331566404,,0.03574472558342535
0.8706915251918754,1.3089079475336671,1.3681920603328115,1.6489202863182992,,0.10514629792603367
1.4558018455881296,2.2199757538767657,0.2560895782785493,1.4781922900661115,,0.03574472558342535
1.686383796233877,1.825718889391271,1.1577168311712158,1.3507224229003876,,0.3115314098998121
0.2037943622354821,0.35120452224622706,0.8107751245342945,1.358853165186513,,0.17976666072642652
0.7535151613893792,0.8608929375737462,1.0164152245316844,1.2505717157836145,,0.11155043535828102
0.8898443050510155,0.2556720760320104,1.3935672299690003,1.2256978098798526,,0.17976666072642652
0.43175589894004096,0.15282841199592626,0.1835035729574258,1.383515132310305,,0.25884559629998544
0.57181273662378,0.05590365959144948,0.6798772414943387,1.3536611721078207,,0.17663574909288243
0.12546560508398524,0.9306234049097818,0.4346540445429165,1.2257345926433192,,0.17976666072642652
0.2388597513192108,0.17212510434845016,0.2210469013417197,1.3303377656996294,,0.11155043535828102
0.5794616526994836,0.9772510543512775,0.3369937910511675,1.3728656465068492,,0.17976666072642652
0.5101583489361794,0.011314755352432681,0.0873576863125777,1.6613476056892718,,0.25884559629998544
1.8658082512557967,1.9605129275816917,1.1179611568958812,1.5815815557732575,,0.10514629792603367
0.3164398471695415,0.4594470626616198,1.0409910563241238,1.314940790301011,,0.17363806774161902
0.5347291713225529,0.5903371694638454,0.26493814990935904,1.190965201493463,,0.10514629792603367
0.9984230496736363,0.467189068989259,0.5931154638049506,1.1959405542359534,,0.03574472558342535
0.15989887217230372,0.7604229003131564,0.22804443547388575,0.8890619586400946,,0.03574472558342535
1.4774811518194844,1.1703834746775257,0.9728103699644887,0.8477916980313741,,0.37793530089115446
1.116080644426854,1.4045764355405603,0.056340627414863904,0.5619633524989898,,0.03574472558342535
0.9382503986666797,0.8414546807521645,0.18186074417015502,0.5564722113815829,,0.16536446721212647
0.9344752675477166,0.704434172249675,1.069620727241502,0.37237448023484,,0.22878535937310726
0.2718847914028105,0.09508415143652642,0.43690187238198325,0.5058959116159942,,0.16282290365077937
0.8613111479467596,0.8773166824592089,0.5563481333947181,0.6717861748471252,,0.48273424093138173
0.9411648756888555,1.0486174920895885,0.21683525446546414,0.8494294067856881,,0.20429183298824372
0.5727024327880127,0.36802139169997566,0.07556621427688993,0.7751457401862557,,0.19571909875354265
1.2083313723951337,0.715047260316936,1.1274076411573617,0.6764102936828356,,0.2994787441459752
0.34482285462933165,0.7234042775573002,0.03341121561998139,0.5149514776692613,,0.03574472558342535
0.28965324374454676,0.6338711914252166,0.48863134197414426,0.6184511678215953,,0.3892380338549412
1.2713095252094688,1.4197800564665233,1.1909984016485569,0.38586149350566395,,0.2633777550981944
1.0575015462329072,0.5746693795403284,0.997366168421529,0.5126188087542973,,0.44079844216915415
0.36688712542079766,1.2258104816201736,0.16974403132782218,0.43077716004270833,,0.4081584991724026
0.7570050132624472,1.2799514528455521e-05,0.5444446976842774,0.14552682936478806,,0.37970316425215855
0.7325854628938963,0.2763173354095634,1.368351773893254,0.18635569681191771,,0.2765920012327225
0.76772641614167,0.532596216556198,0.6953643111016422,0.09928564100767853,,0.18773758756950903
0.45272504148782206,1.4761325808223043,0.02326353930636234,0.19677356744871632,,0.2522991447025789
1.0927889778930246,0.8531962762416548,0.5980600542584275,0.5437821579858534,,0.03320194549567116
0.6335878348261333,0.38010114146558793,2.0951431511441343,0.41467465822060545,,0.03574472558342535
1.392960944019306,1.0150067197774375,0.8297983061307209,0.43480008451693825,,0.032476191063259885
0.3231166443045162,0.04012967950285057,0.3163852228095901,0.2849015655926411,,0.09927583861313942
1.8369367806219237,1.8819084193179922,0.5613480661006659,0.2733412685033641,,0.09652031689484161
0.5059439649235732,0.17212108807806303,0.32355461601107566,0.28548972105858694,,0.10055459639777624
0.557882572948245,0.4552236506597341,0.5854005859759883,0.437112143934794,,0.03574472558342535
0.5301448484195476,0.8928265533547474,0.21480950641289062,0.5529584895031313,,0.1012092415575165
0.6122592323731468,0.030500672463844743,0.22344999266377102,0.5188860349242084,,0.03574472558342535
0.2837694486584904,0.08171166702794655,0.8816342275539608,0.5482920446368874,,0.03038779565570716
0.5711612505949588,0.07528648678201015,0.1583622519520124,0.6449347575170308,,0.03574472558342535
1.5156963231340994,0.12379653148451142,1.2284343567629084,0.29954460857239273,,0.23213827350570077
0.10839222996785529,0.2942493482828317,0.15214348324056615,0.1248264821094493,,0.1707652897799888
2.5266512366193195,2.8550122214355254,0.691350873367056,0.031079888180941227,,0.03574472558342535
0.40626187687219106,0.4165124365718321,0.18193010963423686,0.28419784763116546,,0.03320194549567116
0.6336789844147096,0.3533844040997698,0.4245260552798693,0.32548212072120664,,0.03574472558342535
0.9842687934860952,0.6844232336637345,1.0802552905063025,0.41256969212709643,,0.10396564223010994
0.2131067290000204,1.0496278423105023,0.26761138046703864,0.23211345456347607,,0.24004195873296136
0.2729296135996029,0.5203363669197689,0.5107820738132549,0.19508156032928567,,0.36640733177909246
0.19865727564997113,0.34082743300471346,0.1301082921262201,0.27850486786990764,,0.1751207918508471
0.12908216119986288,0.11820014205491797,1.0380367893881657,0.42603859619664386,,0.10696436384095322
0.27625011548870265,0.6753790624450747,0.5791251608184078,0.29497075189793914,,0.03574472558342535
0.05272785722525109,0.5308468983559715,0.4739138954922429,0.32786733644112215,,0.03626624198807491
2.6744789082867118,2.0097317598760047,0.5246367421576135,0.09608337980111027,,0.10696436384095322
1.170703379180406,1.0549566879847054,1.096959095499921,0.03848898767906973,,0.03626624198807491
0.6916378512015774,0.28239624255160123,1.1309628430720655,0.6043198373253287,,0.03574472558342535
0.20394972274906475,0.7141202218576116,0.6618481732179231,0.8695867703898639,,0.03574472558342535
1.208834865781556,0.6896265290361125,0.041062838113899366,0.726547361071871,,0.17976666072642652
0.16055954589691623,0.27708858039841555,0.43067053860160487,0.8386244413524157,,0.18303988652513237
0.09010957615378482,0.12885094722233406,0.17468755490275523,0.8672747109720084,,0.11110504048383214
0.2743788019919621,0.7257041739980923,0.07909552953796,0.8766578187761385,,0.1882385392642504
0.8128286584219168,0.2797310231362227,1.841549961696942,0.709774420931429,,0.11382890728746296
