File,Word Count,Positive,Negative,sentiment_score_economic,Year,Month
20110826,2050,213,169,31.049999999999997,2011,08
20110908,1619,145,160,-1.3999999999999952,2011,09
20110915,399,16,19,-1.2750000000000004,2011,09
20110928,3229,378,96,121.17500000000001,2011,09
20111018,2470,222,121,37.55,2011,10
20111109,726,87,18,36.250000000000014,2011,11
20111110,1337,110,77,11.975000000000003,2011,11
20120216,2340,259,87,71.47499999999991,2012,02
20120314,868,74,38,17.999999999999996,2012,03
20120323,435,36,14,8.474999999999998,2012,03
20120326,2976,227,294,-79.4250000000001,2012,03
20120409,2298,227,129,24.45,2012,04
20120413,3109,243,281,-54.17499999999995,2012,04
20120510,1971,166,110,15.74999999999999,2012,05
20120724,737,64,15,26.124999999999982,2012,07
20120806,1080,119,36,41.42500000000001,2012,08
20120807,741,75,10,29.374999999999996,2012,08
20120831,4772,279,224,32.27499999999999,2012,08
20121001,2494,209,116,46.975000000000016,2012,10
20121014,1127,106,73,18.575000000000014,2012,10
20121115,2367,210,164,17.500000000000007,2012,11
20121120,3044,217,255,-6.899999999999991,2012,11
20130301,3491,222,185,26.875000000000007,2013,03
20130325,1632,130,87,11.000000000000005,2013,03
20130408,2634,221,215,-23.54999999999996,2013,04
20130412,2320,287,75,99.07500000000002,2013,04
20130510,2754,245,197,1.7749999999999813,2013,05
20130518,1590,171,51,62.49999999999992,2013,05
20130602,895,112,33,39.87499999999998,2013,06
20130710,4637,369,140,89.72500000000011,2013,07
20131002,679,62,22,18.450000000000003,2013,10
20131014,838,68,37,13.55,2013,10
20131108,1576,122,139,-21.44999999999999,2013,11
20131113,675,67,21,22.249999999999993,2013,11
20131114,346,56,13,19.524999999999984,2013,11
20131119,3906,233,158,40.624999999999986,2013,11
20131216,761,67,43,10.175000000000004,2013,12
20131216,431,45,28,9.924999999999999,2013,12
20140103,4629,369,263,47.82499999999994,2014,01
20060118,1522,139,54,39.67499999999998,2006,01
20060202,1639,167,137,11.724999999999968,2006,02
20060329,2294,265,203,5.349999999999978,2006,03
20060331,2224,231,131,19.075000000000003,2006,03
20060410,2404,260,139,34.750000000000036,2006,04
20060428,2291,284,198,11.374999999999943,2006,04
20060504,2442,266,136,44.8,2006,05
20060516,1916,212,104,30.949999999999974,2006,05
20060606,2015,240,158,24.12500000000003,2006,06
20060612,2134,262,174,15.474999999999946,2006,06
20060614,2246,195,128,22.574999999999985,2006,06
20060704,2333,259,115,49.000000000000036,2006,07
20061011,1769,200,134,17.974999999999984,2006,10
20061017,1970,236,164,19.049999999999983,2006,10
20061102,1592,110,72,22.449999999999996,2006,11
20061130,1733,190,74,32.15,2006,11
20070111,1950,190,163,5.575000000000004,2007,01
20070118,2393,200,84,41.799999999999976,2007,01
20070226,2367,247,128,34.45000000000004,2007,02
20190211,1109,116,53,25.525000000000038,2019,02
20190325,952,94,36,31.92499999999999,2019,03
20190328,1556,144,65,37.8,2019,03
20190402,1267,144,26,54.62500000000001,2019,04
20190411,1994,168,58,42.475,2019,04
20190625,662,71,26,18.79999999999999,2019,06
20190904,467,43,6,17.149999999999995,2019,09
20191001,2155,161,54,48.700000000000024,2019,10
20191017,499,56,8,23.249999999999993,2019,10
20191021,520,68,11,26.724999999999998,2019,10
20200116,1090,80,55,16.700000000000006,2020,01
20200210,1986,275,49,94.72500000000007,2020,02
20200227,2406,315,24,130.95000000000007,2020,02
20200819,351,47,7,19.674999999999997,2020,08
20200826,1327,120,93,10.62500000000001,2020,08
20200930,2194,170,110,27.15000000000001,2020,09
20201001,620,45,37,5.275000000000001,2020,10
20201119,1989,143,150,-6.299999999999989,2020,11
20201204,1195,178,42,56.17499999999999,2020,12
20210216,1173,170,45,48.90000000000001,2021,02
20210222,601,92,36,26.94999999999999,2021,02
20210322,1648,109,122,-3.749999999999993,2021,03
20210505,979,112,69,21.625,2021,05
20210623,1317,146,46,47.874999999999986,2021,06
20210803,762,54,24,10.250000000000005,2021,08
20210909,1240,218,40,76.20000000000006,2021,09
20210928,2198,201,72,53.27499999999999,2021,09
20211013,2104,165,115,33.65000000000002,2021,10
20211019,1176,92,62,8.499999999999996,2021,10
20211022,1443,101,64,12.374999999999995,2021,10
20211108,1329,82,98,-4.025000000000006,2021,11
20211129,1397,140,24,51.17500000000002,2021,11
20220221,899,80,33,26.500000000000007,2022,02
20220318,272,37,10,14.249999999999998,2022,03
20220623,845,65,38,19.374999999999996,2022,06
20220806,1355,96,79,7.999999999999996,2022,08
20220817,1259,137,38,38.025000000000034,2022,08
20220817,1822,103,125,-26.074999999999974,2022,08
20220928,2402,210,43,58.10000000000002,2022,09
20220930,2133,265,114,53.22500000000002,2022,09
20221012,2377,117,97,13.624999999999991,2022,10
20221020,776,66,57,-0.1000000000000012,2022,10
20221117,994,122,16,51.050000000000004,2022,11
20230110,1091,104,58,22.625,2023,01
20230213,1854,196,67,48.400000000000034,2023,02
20230215,1511,180,93,23.55000000000001,2023,02
20230303,709,65,29,8.925,2023,03
20230314,3120,456,137,124.57499999999982,2023,03
20230414,3159,287,129,48.25000000000002,2023,04
20230418,2508,217,63,73.85000000000007,2023,04
20230420,313,36,11,11.475000000000005,2023,04
20230512,3395,362,204,38.45000000000003,2023,05
20230519,1968,246,110,36.12500000000005,2023,05
20230531,384,44,20,12.200000000000005,2023,05
20230622,662,62,28,12.499999999999998,2023,06
20230625,3299,350,195,37.75000000000007,2023,06
20230805,391,28,14,9.8,2023,08
20230807,637,40,26,9.674999999999999,2023,08
20230822,504,60,20,20.65000000000001,2023,08
20230922,690,65,22,18.79999999999999,2023,09
20230926,599,65,37,17.624999999999996,2023,09
20230927,985,127,26,46.57500000000001,2023,09
20231002,1333,119,50,21.92500000000002,2023,10
20231004,2921,276,88,65.17500000000005,2023,10
20231007,1670,169,71,39.800000000000054,2023,10
20231011,2062,213,151,15.049999999999997,2023,10
20231017,2195,237,62,88.37499999999999,2023,10
20231018,459,59,16,17.250000000000007,2023,10
20231107,2930,274,154,32.575000000000024,2023,11
20231109,3686,342,240,17.875000000000103,2023,11
20231128,2479,183,131,28.47500000000001,2023,11
20231205,1432,124,28,40.65000000000001,2023,12
20141202,426,51,20,7.199999999999999,2014,12
20141203,2736,254,217,3.8250000000000086,2014,12
20150402,3053,215,154,27.700000000000014,2015,04
20150602,2084,142,132,6.0249999999999995,2015,06
20150701,1098,81,63,2.2000000000000006,2015,07
20150709,2615,284,190,5.924999999999993,2015,07
20150930,3076,217,77,59.22500000000013,2015,09
20151012,2653,201,172,15.550000000000004,2015,10
20151019,1342,131,59,19.124999999999996,2015,10
20151106,1943,122,103,16.225000000000005,2015,11
20151201,2814,182,199,-9.099999999999993,2015,12
20160226,2530,174,104,26.75,2016,02
20160307,2901,205,162,11.775,2016,03
20160414,1831,185,59,60.97499999999999,2016,04
20160603,2147,148,118,14.299999999999997,2016,06
20160912,2870,188,151,14.175,2016,09
20161007,1505,165,60,51.50000000000003,2016,10
20161117,2922,241,87,45.82500000000001,2016,11
20161202,2086,246,83,66.42500000000001,2016,12
20170117,2404,156,113,16.725,2017,01
20170301,2452,212,123,40.925,2017,03
20170428,4484,318,103,77.90000000000003,2017,04
20170522,4256,349,201,58.10000000000009,2017,05
20170530,2639,201,154,27.749999999999996,2017,05
20170711,3110,214,95,46.02500000000004,2017,07
20170713,3097,214,94,46.125000000000036,2017,07
20170728,1049,106,35,43.57499999999998,2017,07
20170905,2444,174,135,17.725000000000005,2017,09
20170926,3884,309,163,69.85000000000007,2017,09
20170927,2144,220,95,64.55000000000004,2017,09
20171012,2552,143,144,-0.5749999999999997,2017,10
20171115,1006,134,24,56.12500000000003,2017,11
20171116,4470,302,107,75.9500000000001,2017,11
20171213,906,115,18,41.950000000000024,2017,12
20180306,1437,90,66,10.150000000000002,2018,03
20180403,2448,205,251,-31.200000000000014,2018,04
20180417,999,154,21,52.82500000000002,2018,04
20180419,1582,209,111,32.62499999999999,2018,04
20180515,2126,178,81,47.62499999999997,2018,05
20180518,2523,262,73,83.8000000000001,2018,05
20180531,2387,154,126,20.475000000000005,2018,05
20180912,2642,163,136,20.299999999999994,2018,09
20181003,1723,176,44,56.574999999999974,2018,10
20181015,675,80,18,31.350000000000005,2018,10
20181017,3370,229,116,48.55000000000004,2018,10
20181113,2702,251,133,56.49999999999998,2018,11
20181203,2760,182,48,47.17499999999997,2018,12
20181203,912,88,31,26.124999999999996,2018,12
20181207,2691,247,224,7.749999999999999,2018,12
20190201,851,107,17,42.25000000000001,2019,02
20190223,850,58,23,21.800000000000004,2019,02
20190307,2671,179,155,14.399999999999993,2019,03
20190312,2304,252,32,87.77500000000002,2019,03
20190508,1031,99,28,31.950000000000003,2019,05
20190510,4542,285,146,94.62500000000006,2019,05
20190516,2486,191,156,19.874999999999996,2019,05
20190621,1211,118,49,32.09999999999998,2019,06
20190711,555,50,37,9.925,2019,07
20190805,1760,205,22,78.92500000000003,2019,08
20191016,2675,231,79,57.67500000000002,2019,10
20191108,1958,107,112,-14.700000000000015,2019,11
20191126,2745,206,132,34.85000000000001,2019,11
20191218,1709,104,57,17.59999999999999,2019,12
20200108,2706,239,44,80.92499999999998,2020,01
20200205,2598,227,61,60.775000000000006,2020,02
20200221,2405,186,124,25.974999999999987,2020,02
20200505,212,33,9,10.550000000000004,2020,05
20200521,262,20,12,0.8500000000000001,2020,05
20200714,2148,183,154,3.9249999999999954,2020,07
20200806,1854,226,39,69.85000000000004,2020,08
20200813,1004,124,30,42.34999999999998,2020,08
20200901,2183,196,122,37.52499999999998,2020,09
20200921,2622,252,60,79.10000000000001,2020,09
20201001,730,88,11,34.52500000000002,2020,10
20201015,1567,145,60,33.90000000000002,2020,10
20201020,1647,173,61,58.800000000000026,2020,10
20201021,2939,253,144,43.47499999999998,2020,10
20201110,2209,178,74,49.94999999999999,2020,11
20201117,1463,111,39,37.50000000000001,2020,11
20201201,773,107,54,21.999999999999986,2020,12
20201217,739,75,9,25.849999999999994,2020,12
20201218,2989,178,211,-24.649999999999956,2020,12
20210112,2178,200,101,40.77499999999998,2021,01
20210113,2473,191,125,29.375000000000007,2021,01
20210218,2440,195,173,9.69999999999998,2021,02
20210224,3502,206,201,-18.649999999999977,2021,02
20210301,2616,227,191,4.425000000000004,2021,03
20210302,1620,141,87,23.725000000000005,2021,03
20210323,2289,155,179,-12.62500000000001,2021,03
20210323,1943,153,81,30.75000000000001,2021,03
20210511,1946,149,100,20.650000000000002,2021,05
20210524,2228,188,78,47.15000000000003,2021,05
20210601,2439,157,144,3.974999999999999,2021,06
20210730,971,72,67,6.5,2021,07
