Value,Date
22.574999999999985,bies20060614a
49.000000000000036,bies20060704a
17.974999999999984,bies20061011a
19.049999999999983,bies20061017a
22.449999999999996,bies20061102a
32.15,bies20061130a
5.575000000000004,bies20070111a
41.799999999999976,bies20070118a
34.45000000000004,bies20070226a
25.525000000000038,bowman20190211a
31.92499999999999,bowman20190325a
37.8,bowman20190328a
54.62500000000001,bowman20190402a
42.475,bowman20190411a
18.79999999999999,bowman20190625a
17.149999999999995,bowman20190904a
48.700000000000024,bowman20191001a
23.249999999999993,bowman20191017a
26.724999999999998,bowman20191021a
16.700000000000006,bowman20200116a
94.72500000000007,bowman20200210a
130.95000000000007,bowman20200227a
19.674999999999997,bowman20200819a
10.62500000000001,bowman20200826a
27.15000000000001,bowman20200930a
5.275000000000001,bowman20201001a
-6.299999999999989,bowman20201119a
56.17499999999999,bowman20201204a
48.90000000000001,bowman20210216a
26.94999999999999,bowman20210222a
-3.749999999999993,bowman20210322a
21.625,bowman20210505a
47.874999999999986,bowman20210623a
10.250000000000005,bowman20210803a
76.20000000000006,bowman20210909a
53.27499999999999,bowman20210928a
33.65000000000002,bowman20211013a
8.499999999999996,bowman20211019a
12.374999999999995,bowman20211022a
-4.025000000000006,bowman20211108a
51.17500000000002,bowman20211129a
26.500000000000007,bowman20220221a
14.249999999999998,bowman20220318a
19.374999999999996,bowman20220623a
7.999999999999996,bowman20220806a
38.025000000000034,bowman20220817a
-26.074999999999974,bowman20220817b
58.10000000000002,bowman20220928a
53.22500000000002,bowman20220930a
13.624999999999991,bowman20221012a
-0.1000000000000012,bowman20221020a
51.050000000000004,bowman20221117a
22.625,bowman20230110a
48.400000000000034,bowman20230213a
23.55000000000001,bowman20230215a
8.925,bowman20230303a
124.57499999999982,bowman20230314a
48.25000000000002,bowman20230414a
73.85000000000007,bowman20230418a
11.475000000000005,bowman20230420a
38.45000000000003,bowman20230512a
36.12500000000005,bowman20230519a
12.200000000000005,bowman20230531a
12.499999999999998,bowman20230622a
37.75000000000007,bowman20230625a
9.8,bowman20230805a
9.674999999999999,bowman20230807a
20.65000000000001,bowman20230822a
18.79999999999999,bowman20230922a
17.624999999999996,bowman20230926a
46.57500000000001,bowman20230927a
21.92500000000002,bowman20231002a
65.17500000000005,bowman20231004a
39.800000000000054,bowman20231007a
15.049999999999997,bowman20231011a
88.37499999999999,bowman20231017a
17.250000000000007,bowman20231018a
32.575000000000024,bowman20231107a
17.875000000000103,bowman20231109a
28.47500000000001,bowman20231128a
40.65000000000001,bowman20231205a
7.199999999999999,brainard20141202a
3.8250000000000086,brainard20141203a
27.700000000000014,brainard20150402a
6.0249999999999995,brainard20150602a
2.2000000000000006,brainard20150701a
5.924999999999993,brainard20150709a
59.22500000000013,brainard20150930a
15.550000000000004,brainard20151012a
19.124999999999996,brainard20151019a
16.225000000000005,brainard20151106a
-9.099999999999993,brainard20151201a
26.75,brainard20160226a
11.775,brainard20160307a
60.97499999999999,brainard20160414a
14.299999999999997,brainard20160603a
14.175,brainard20160912a
51.50000000000003,brainard20161007a
45.82500000000001,brainard20161117a
66.42500000000001,brainard20161202a
16.725,brainard20170117a
40.925,brainard20170301a
77.90000000000003,brainard20170428a
58.10000000000009,brainard20170522a
27.749999999999996,brainard20170530a
46.02500000000004,brainard20170711a
46.125000000000036,brainard20170713a
43.57499999999998,brainard20170728a
17.725000000000005,brainard20170905a
69.85000000000007,brainard20170926a
64.55000000000004,brainard20170927a
-0.5749999999999997,brainard20171012a
56.12500000000003,brainard20171115a
75.9500000000001,brainard20171116a
41.950000000000024,brainard20171213a
10.150000000000002,brainard20180306a
-31.200000000000014,brainard20180403a
52.82500000000002,brainard20180417a
32.62499999999999,brainard20180419a
47.62499999999997,brainard20180515a
83.8000000000001,brainard20180518a
20.475000000000005,brainard20180531a
20.299999999999994,brainard20180912a
56.574999999999974,brainard20181003a
31.350000000000005,brainard20181015a
48.55000000000004,brainard20181017a
56.49999999999998,brainard20181113a
47.17499999999997,brainard20181203a
26.124999999999996,brainard20181203b
7.749999999999999,brainard20181207a
42.25000000000001,brainard20190201a
21.800000000000004,brainard20190223a
14.399999999999993,brainard20190307a
87.77500000000002,brainard20190312a
31.950000000000003,brainard20190508a
94.62500000000006,brainard20190510a
19.874999999999996,brainard20190516a
32.09999999999998,brainard20190621a
9.925,brainard20190711a
78.92500000000003,brainard20190805a
57.67500000000002,brainard20191016a
-14.700000000000015,brainard20191108a
34.85000000000001,brainard20191126a
17.59999999999999,brainard20191218a
80.92499999999998,brainard20200108a
60.775000000000006,brainard20200205a
25.974999999999987,brainard20200221a
10.550000000000004,brainard20200505a
0.8500000000000001,brainard20200521a
3.9249999999999954,brainard20200714a
69.85000000000004,brainard20200806a
42.34999999999998,brainard20200813a
37.52499999999998,brainard20200901a
79.10000000000001,brainard20200921a
34.52500000000002,brainard20201001a
33.90000000000002,brainard20201015a
58.800000000000026,brainard20201020a
43.47499999999998,brainard20201021a
49.94999999999999,brainard20201110a
37.50000000000001,brainard20201117a
21.999999999999986,brainard20201201a
25.849999999999994,brainard20201217a
-24.649999999999956,brainard20201218a
40.77499999999998,brainard20210112a
29.375000000000007,brainard20210113a
9.69999999999998,brainard20210218a
-18.649999999999977,brainard20210224a
4.425000000000004,brainard20210301a
23.725000000000005,brainard20210302a
-12.62500000000001,brainard20210323a
30.75000000000001,brainard20210323b
20.650000000000002,brainard20210511a
47.15000000000003,brainard20210524a
3.974999999999999,brainard20210601a
6.5,brainard20210730a
2.0,brainard20210927a
-26.174999999999972,brainard20211007a
48.999999999999986,brainard20211013a
51.849999999999994,brainard20220218a
24.375000000000007,brainard20220405a
36.124999999999986,brainard20220525a
18.12500000000001,brainard20220708a
21.15,brainard20220719a
36.925,brainard20220829a
2.0000000000000027,brainard20220907a
-0.3000000000000056,brainard20220930a
-0.3750000000000011,brainard20221010a
-33.625000000000014,brainard20221128a
-19.174999999999997,brainard20230119a
31.474999999999998,clarida20181025a
24.55,clarida20181127a
44.92500000000001,clarida20190110a
64.25,clarida20190222a
14.875000000000005,clarida20190228a
-20.275,clarida20190328a
58.400000000000006,clarida20190409a
10.725,clarida20190411a
47.8499999999999,clarida20190503a
22.45,clarida20190513a
16.425000000000004,clarida20190517a
21.399999999999988,clarida20190520a
51.20000000000002,clarida20190530a
18.09999999999999,clarida20190605a
66.45000000000002,clarida20190701a
63.25,clarida20190926a
14.45,clarida20191001a
13.149999999999997,clarida20191018a
18.25,clarida20191101a
15.72500000000002,clarida20191112a
61.974999999999994,clarida20191114a
12.35,clarida20200109a
22.324999999999996,clarida20200221a
17.599999999999994,clarida20200225a
8.500000000000002,clarida20200521a
19.2,clarida20200616a
82.70000000000012,clarida20200831a
13.499999999999998,clarida20201014a
17.874999999999996,clarida20201019a
69.27499999999993,clarida20201116a
11.500000000000004,clarida20210108a
37.024999999999984,clarida20210113a
9.7,clarida20210224a
12.750000000000002,clarida20210325a
30.399999999999952,clarida20210414a
17.549999999999994,clarida20210512a
30.775000000000002,clarida20210517a
23.44999999999999,clarida20210804a
16.574999999999996,clarida20211012a
18.424999999999997,clarida20211108a
52.775,clarida20211119a
26.07500000000002,clarida20211130a
-0.39999999999999786,cook20221006a
28.6,cook20221130a
-1.8750000000000004,cook20230106a
53.425000000000004,cook20230121a
27.150000000000006,cook20230216a
8.275000000000004,cook20230331a
12.199999999999998,cook20230404a
22.000000000000007,cook20230421a
40.65000000000003,cook20230505a
58.60000000000001,cook20230513a
40.699999999999996,cook20230515a
60.199999999999974,cook20230922a
25.199999999999996,cook20230928a
41.15000000000002,cook20231018a
-3.6250000000000075,cook20231106a
-21.500000000000007,cook20231108a
26.675000000000015,cook20231113a
6.725000000000001,cook20231116a
-11.874999999999984,duke20090211a
22.650000000000002,duke20090216a
40.7,duke20090224a
18.374999999999993,duke20090330a
44.42499999999999,duke20090610a
-16.875000000000053,duke20090616a
37.475000000000016,duke20090709a
25.974999999999998,duke20090914a
47.574999999999974,duke20091209a
33.22499999999997,duke20091210a
37.449999999999996,duke20100104a
-10.574999999999992,duke20100218a
44.35000000000001,duke20100331a
32.525,duke20100408a
44.77499999999998,duke20100419a
54.499999999999986,duke20100501a
-1.775,duke20100608a
31.149999999999988,duke20100630a
50.27499999999999,duke20100712a
9.849999999999998,duke20100715a
39.27499999999998,duke20100901a
7.9499999999999975,duke20100924a
36.37499999999999,duke20101019a
16.25,duke20101202a
49.20000000000001,duke20110107a
40.925,duke20110202a
74.79999999999995,duke20110324a
51.225,duke20110414a
30.575,duke20110428a
87.90000000000003,duke20110510a
45.37500000000003,duke20110524a
9.399999999999995,duke20110901a
51.399999999999956,duke20111022a
20.6,duke20120106a
12.650000000000011,duke20120113a
42.275,duke20120116a
63.04999999999997,duke20120327a
12.375000000000007,duke20120515a
24.924999999999994,duke20120720a
36.09999999999998,duke20121005a
35.575000000000045,duke20121109a
66.54999999999998,duke20130205a
41.975,duke20130308a
33.175000000000004,duke20130509a
34.000000000000014,ferguson20060223a
61.624999999999986,ferguson20060224a
27.425000000000022,ferguson20060303a
60.60000000000005,ferguson20060310a
31.5,ferguson20060331a
-7.29999999999996,ferguson20060417a
7.099999999999984,fischer20140710a
30.575000000000003,fischer20140811a
47.84999999999997,fischer20141011a
13.649999999999995,fischer20150227a
9.799999999999995,fischer20150323a
16.599999999999987,fischer20150327a
-11.52499999999996,fischer20150330a
3.2250000000000068,fischer20150521
29.74999999999999,fischer20150526a
-34.974999999999966,fischer20150601a
-15.525000000000004,fischer20150624a
45.374999999999986,fischer20150630a
15.225000000000003,fischer20150829a
27.299999999999976,fischer20151002a
5.724999999999998,fischer20151011a
62.14999999999988,fischer20151104a
14.175000000000004,fischer20151112a
53.675000000000004,fischer20151119a
0.7250000000000058,fischer20151203a
3.2000000000000046,fischer20160103a
9.05,fischer20160201a
-5.625000000000009,fischer20160210a
5.825000000000006,fischer20160223a
14.125000000000002,fischer20160307a
78.15000000000005,fischer20160519
-22.849999999999998,fischer20160622a
-6.175,fischer20160821a
29.27499999999999,fischer20160927a
15.324999999999996,fischer20161005a
14.199999999999998,fischer20161009a
21.149999999999988,fischer20161017a
6.950000000000001,fischer20161104a
33.724999999999966,fischer20161111a
1.5249999999999928,fischer20161115a
-2.774999999999997,fischer20161121a
47.54999999999997,fischer20170211a
26.649999999999984,fischer20170303a
21.274999999999988,fischer20170417a
16.725000000000005,fischer20170419a
47.14999999999991,fischer20170505a
2.150000000000003,fischer20170620a
-2.074999999999996,fischer20170627a
51.22500000000001,fischer20170706a
-14.474999999999998,fischer20170731a
58.52499999999998,fischer20170928a
11.799999999999994,jefferson20221004a
20.575000000000014,jefferson20221117a
4.125000000000005,jefferson20230224a
19.8,jefferson20230227a
48.550000000000026,jefferson20230327a
8.950000000000006,jefferson20230512a
1.2999999999999998,jefferson20230518a
-3.2250000000000014,jefferson20230531a
0.45000000000000184,jefferson20231009a
14.450000000000003,jefferson20231019a
6.975000000000008,jefferson20231108a
-50.3750000000001,jefferson20231114a
47.67499999999993,kohn20060316a
55.000000000000036,kohn20060413a
16.825,kohn20060427a
59.39999999999999,kohn20060511a
-36.149999999999956,kohn20060518a
33.550000000000004,kohn20060616a
33.425000000000026,kohn20060706a
38.124999999999986,kohn20060911a
14.450000000000003,kohn20061004a
46.07500000000001,kohn20061103a
23.924999999999994,kohn20061201a
25.449999999999992,kohn20070108a
1.1249999999999918,kohn20070221a
23.27499999999999,kohn20070309a
-8.450000000000019,kohn20070322a
-5.600000000000022,kohn20070516a
45.80000000000002,kohn20070921a
19.64999999999999,kohn20071004a
17.84999999999995,kohn20071012a
-3.5750000000000024,kohn20071128a
30.350000000000005,kohn20080104a
27.149999999999995,kohn20080105a
-1.249999999999997,kohn20080226a
15.700000000000001,kohn20080307a
31.600000000000005,kohn20080407a
14.124999999999996,kohn20080417a
11.950000000000006,kohn20080520a
14.325000000000001,kohn20080529a
21.124999999999993,Kohn20080611a
23.099999999999994,kohn20080626a
9.849999999999993,kohn20080911a
14.250000000000005,kohn20081015a
27.34999999999999,kohn20081112a
7.200000000000007,kohn20081119a
16.65,kohn20081208a
19.174999999999997,kohn20090403a
27.000000000000007,kohn20090418a
28.575,kohn20090420a
37.22500000000001,kohn20090523a
-13.349999999999998,kohn20090710a
10.775000000000002,kohn20090910a
19.700000000000006,kohn20090930a
5.750000000000005,kohn20091009a
29.525000000000002,kohn20091013a
-5.200000000000008,kohn20091023a
30.825000000000014,kohn20091116a
14.100000000000007,kohn20100103a
-1.074999999999996,kohn20100129a
11.425000000000006,kohn20100324a
52.624999999999986,kohn20100408a
10.350000000000003,kohn20100511a
20.425000000000015,kohn20100513a
21.14999999999999,kroszner20060403a
44.67500000000002,kroszner20060406a
84.12499999999997,kroszner20060524a
48.27499999999998,kroszner20060615a
48.27499999999998,kroszner20060616a
93.75000000000007,kroszner20060927a
61.62499999999998,kroszner20061116a
46.47499999999998,kroszner20070305a
22.95,kroszner20070309a
43.57499999999999,kroszner20070312a
0.7749999999999865,kroszner20070322a
68.12500000000007,kroszner20070510a
59.69999999999995,kroszner20070515a
44.17499999999998,kroszner20070516a
60.775000000000055,kroszner20070523a
10.749999999999996,kroszner20070601a
31.499999999999968,kroszner20070614a
57.72500000000001,kroszner20070712a
82.07499999999996,kroszner20070801a
-28.449999999999996,kroszner20070906a
53.724999999999994,kroszner20071011a
24.799999999999997,kroszner20071022a
18.025000000000016,kroszner20071105a
64.72500000000005,kroszner20071113a
42.00000000000005,kroszner20071130a
1.5249999999999995,kroszner2007116a
28.674999999999976,kroszner20080204a
64.72500000000007,kroszner20080225a
30.150000000000016,kroszner20080303a
25.850000000000033,kroszner20080311a
25.34999999999997,kroszner20080327a
25.025000000000055,kroszner20080404a
47.099999999999966,kroszner20080421a
15.875000000000004,kroszner20080507a
46.6,kroszner20080514a
49.15000000000008,kroszner20080522a
42.02500000000005,kroszner20080606a
64.02499999999998,kroszner20080611a
74.77499999999993,kroszner20080717a
38.82499999999999,kroszner20080901a
47.67500000000002,kroszner20081020a
10.22500000000003,kroszner20081203a
30.224999999999998,kroszner20081204a
-4.0999999999999925,kroszner20081208a
16.14999999999999,madigan20090821a
44.125000000000036,mishkin20061012a
-23.350000000000023,mishkin20070117a
62.399999999999935,mishkin20070323a
10.400000000000016,mishkin20070410a
36.35000000000001,mishkin20070420a
71.79999999999988,mishkin20070426a
20.424999999999997,mishkin20070524a
71.79999999999988,mishkin20070623a
20.050000000000008,mishkin20070910a
20.625000000000004,mishkin20070927a
3.050000000000001,mishkin20070928a
20.724999999999984,mishkin20071020a
-38.124999999999986,mishkin20071026a
-31.575000000000006,mishkin20071105a
55.84999999999992,mishkin20071129a
-24.775000000000016,mishkin20080111a
-0.22499999999999354,mishkin20080215a
14.224999999999987,mishkin20080225a
23.775,mishkin20080227a
-13.800000000000015,mishkin20080229a
1.4250000000000018,mishkin20080304a
15.750000000000004,mishkin20080307a
41.67499999999994,mishkin20080327a
92.37499999999991,mishkin20080403a
-4.099999999999999,mishkin20080515a
6.975,mishkin20080702a
70.14999999999999,mishkin20080728a
31.075000000000014,olson20060313a
11.275000000000004,olson20060410a
14.65000000000001,olson20060413a
23.850000000000005,olson20060516a
65.82500000000003,olson20060525a
16.249999999999993,olson20060612a
-3.999999999999995,powell20130221a
-23.124999999999964,powell20130304a
17.375000000000018,powell20130627a
24.625000000000004,powell20130702a
43.174999999999976,powell20131003a
16.499999999999993,powell20131011a
31.824999999999996,powell20131104a
29.499999999999993,powell20131121a
4.800000000000002,powell20140606a
20.3,powell20140904a
22.724999999999998,powell20140923a
4.225,powell20140930a
8.25,powell20141020a
-1.675000000000002,powell20141106a
0.3249999999999993,powell20141114a
25.625000000000014,powell20150120a
8.85,powell20150204a
9.95,powell20150209a
8.250000000000007,powell20150218a
-10.200000000000003,powell20150408a
44.450000000000024,powell20150514a
44.50000000000005,powell20150625a
30.749999999999996,powell20150803a
19.275000000000002,powell20151020a
35.2,powell20151117a
22.425000000000008,powell20151120a
21.14999999999999,powell20160226a
-1.6499999999999924,powell20160526a
4.6000000000000005,powell20160621a
26.349999999999987,powell20160628a
1.8250000000000002,powell20160929a
15.1,powell20161024
8.024999999999997,powell20161118a
17.40000000000001,powell20161129a
26.349999999999977,powell20161130a
-7.774999999999995,powell20170107a
18.299999999999986,powell20170222a
81.12500000000006,powell20170303a
23.625000000000004,powell20170328a
11.075000000000001,powell20170405a
3.9999999999999996,powell20170420a
24.2,powell20170601a
23.875000000000007,powell20170623a
8.299999999999999,powell20170626a
-14.924999999999999,powell20170706a
30.025000000000002,powell20170830a
12.499999999999998,powell20171005a
-1.8750000000000178,powell20171012a
98.99999999999991,powell20171018a
20.14999999999999,powell20171102a
28.899999999999995,powell20180213a
35.1,powell20180406a
3.399999999999999,powell20180508a
34.225,powell20180525a
2.6999999999999953,powell20180620a
7.525000000000007,powell20180824a
17.349999999999998,powell20180927a
-12.049999999999999,powell20181002a
-17.9,powell20181128a
37.02500000000001,powell20181203a
35.3,powell20181206a
33.050000000000004,powell20190206a
53.09999999999997,powell20190212a
54.52499999999997,powell20190228b
50.20000000000001,powell20190308a
17.2,powell20190311a
7.6000000000000005,powell20190509a
-8.975000000000016,powell20190520a
39.17499999999999,powell20190604a
22.250000000000004,powell20190625a
3.2499999999999996,powell20190709a
5.324999999999998,powell20190716a
38.17499999999999,powell20190823a
12.700000000000003,powell20191004a
5.400000000000005,powell20191007a
38.62499999999998,powell20191008a
13.000000000000002,powell20191009a
38.49999999999998,powell20191125a
9.100000000000001,powell20200409a
-7.225,powell20200513a
4.249999999999998,powell20200521a
4.9,powell20200619a
65.12499999999994,powell20200827a
4.674999999999998,powell20201006a
12.200000000000001,powell20210210a
16.175000000000004,powell20210318a
17.325000000000003,powell20210503a
17.749999999999996,powell20210817a
19.549999999999986,powell20210827a
13.100000000000001,powell20210924a
0.7749999999999984,powell20211108a
21.124999999999996,powell20211109a
24.950000000000006,powell20211129a
10.624999999999993,powell20220321a
20.7,powell20220524a
13.874999999999998,powell20220617a
13.649999999999999,powell20220826a
8.0,powell20220928a
-7.75,powell20221130a
29.399999999999995,powell20230110a
-7.724999999999995,powell20230629a
-0.8500000000000015,powell20230825a
6.05,powell20230928a
4.5249999999999995,powell20231019a
27.825000000000006,powell20231025a
19.474999999999994,powell20231108a
3.7000000000000033,powell20231109a
24.949999999999992,powell20231201a
62.274999999999956,quarles20171130a
44.22500000000004,quarles20180119a
3.3500000000000014,quarles20180222a
22.625000000000007,quarles20180226a
25.35,quarles20180226b
47.399999999999956,quarles20180305a
72.72500000000008,quarles20180326a
27.19999999999999,quarles20180504a
43.800000000000026,quarles20180516a
33.450000000000045,quarles20180627a
-1.2000000000000057,quarles20180718a
20.949999999999985,quarles20180719a
14.450000000000001,quarles20181004a
30.424999999999994,quarles20181018a
9.324999999999996,quarles20181109a
4.174999999999997,quarles20181116a
39.02500000000004,quarles20181205a
42.875000000000064,quarles20190109a
38.150000000000006,quarles20190206a
34.55,quarles20190210a
13.650000000000002,quarles20190222a
42.675000000000054,quarles20190328a
24.050000000000004,quarles20190329a
39.57500000000003,quarles20190402a
12.049999999999999,quarles20190410a
-3.4000000000000035,quarles20190530a
4.525,quarles20190603a
2.3749999999999996,quarles20190709a
40.575,quarles20190820a
24.15000000000001,quarles20190905a
25.849999999999994,quarles20190926a
17.60000000000001,quarles20190927a
19.325000000000003,quarles20191003a
46.25000000000005,quarles20191101a
18.599999999999994,quarles20191114a
81.85000000000001,quarles20200117a
33.90000000000003,quarles20200206a
67.17499999999997,quarles20200211a
-7.349999999999988,quarles20200619a
-5.975000000000006,quarles20200707a
37.374999999999986,quarles20200923a
15.22500000000001,quarles20201014a
14.349999999999996,quarles20201015a
13.3,quarles20201020a
72.7749999999999,quarles20201211a
-2.674999999999997,quarles20210225a
31.04999999999999,quarles20210322a
44.775000000000034,quarles20210330a
8.224999999999998,quarles20210526a
33.95000000000002,quarles20210526b
33.74999999999997,quarles20210603a
31.650000000000034,quarles20210628a
27.850000000000016,quarles20210711a
21.0,quarles20211005a
25.675000000000004,quarles20211018a
33.974999999999994,quarles20211020a
91.57499999999999,quarles20211202a
6.025000000000006,raskin20101112a
20.774999999999995,raskin20110211a
46.07500000000003,raskin20110407a
32.34999999999999,raskin20110629a
19.44999999999999,raskin20110926a
20.450000000000003,raskin20111004a
37.17500000000002,raskin20120106a
-1.350000000000003,raskin20120107a
27.275000000000006,raskin20120301a
-30.17500000000005,raskin20120411a
38.65,raskin20120723a
9.74999999999999,raskin20130228a
49.94999999999995,raskin20130322
17.62500000000002,raskin20130418a
10.20000000000001,raskin20130516a
15.274999999999974,raskin20130606a
33.50000000000003,raskin20130717a
59.80000000000002,stein20121011a
26.29999999999999,stein20121130a
14.875000000000007,stein20121217a
34.09999999999997,stein20130207a
19.675000000000015,stein20130417a
39.24999999999997,stein20130419a
13.675,stein20130628a
23.72499999999998,stein20130926a
10.325000000000005,stein20131004a
-1.1500000000000021,stein20131018a
9.525000000000006,stein20131107a
60.02500000000001,stein20140103a
26.424999999999994,stein20140228a
-14.025000000000002,stein20140321a
17.925,stein20140324a
28.649999999999988,stein20140506a
-5.875000000000019,tarullo20090608a
12.299999999999992,tarullo20090615a
33.674999999999955,tarullo20090825a
-10.15000000000002,tarullo20091008a
-22.974999999999973,tarullo20091021a
97.39999999999998,tarullo20091102a
6.249999999999998,tarullo20091109a
32.52500000000002,tarullo20091110a
